time,m1,m10,m100,m1000,kbdi,wind_mph,fems_sc,fems_erc,fems_bi
2026-04-15T00:00:00Z,32.64,23.56,12.84,13.87,118,2,0,20.11,0
2026-04-15T03:00:00Z,32.64,23.97,12.98,13.87,118,1,0,19.88,0
2026-04-15T06:00:00Z,32.64,24.29,13.15,13.86,118,0,0,19.67,0
2026-04-15T09:00:00Z,32.64,24.53,13.35,13.86,117,0,0,19.47,0
2026-04-15T12:00:00Z,32.64,24.71,13.58,13.86,117,0,0,19.27,0
2026-04-15T15:00:00Z,32.64,24.84,13.83,13.85,117,1,0,19.08,0
2026-04-15T18:00:00Z,14.03,20.95,13.47,13.85,117,7,1.79,29.23,18.58
2026-04-15T21:00:00Z,8.45,17.26,14.84,13.86,117,8,2.46,32.69,22.64
2026-04-16T00:00:00Z,6.38,15.42,15.78,13.84,117,8,2.79,33.98,24.42
2026-04-16T03:00:00Z,7.12,14.3,16.07,13.83,117,3,1.68,33.93,19.33
2026-04-16T06:00:00Z,15.67,14.3,16.08,14,117,0,0.95,29.14,13.86
2026-04-16T09:00:00Z,20.43,14.25,16.07,14.03,118,0,0.64,26.82,11.14
2026-04-16T12:00:00Z,21.33,14.18,15.89,13.85,118,0,0.56,26.9,10.47
2026-04-16T15:00:00Z,18.02,14.15,15.94,13.86,118,9,1.73,28.45,18.08
2026-04-16T18:00:00Z,10.09,13.51,15.83,13.89,118,17,4.55,32.77,30.09
2026-04-16T21:00:00Z,6.87,12.37,15.99,13.96,118,18,5.74,34.75,34.4
2026-04-17T00:00:00Z,5.78,11.59,16.11,14.06,118,17,5.84,35.41,34.97
2026-04-17T03:00:00Z,6.67,11.08,16.01,14.12,118,3,1.74,35.11,19.96
2026-04-17T06:00:00Z,7.83,10.72,15.95,14.16,118,9,2.8,34.62,24.69
2026-04-17T09:00:00Z,8.98,10.68,15.89,14.18,119,4,1.67,34,19.29
2026-04-17T12:00:00Z,10.34,10.62,15.84,14.2,119,5,1.72,33.31,19.4
2026-04-17T15:00:00Z,11.21,10.42,15.78,14.09,119,13,3.31,33.21,26.14
2026-04-17T18:00:00Z,8.61,10.27,15.66,14.1,119,9,2.69,34.77,24.27
2026-04-17T21:00:00Z,6.65,9.78,15.36,14.1,119,10,3.29,36.32,27.18
2026-04-18T00:00:00Z,5.48,9.32,15.09,14.16,119,9,3.31,37.27,27.56
2026-04-18T03:00:00Z,5.1,9.07,14.98,14.21,119,5,2.37,37.6,23.76
2026-04-18T06:00:00Z,7.23,8.94,14.94,14.22,119,1,1.44,36.46,18.64
2026-04-18T09:00:00Z,9.04,8.85,14.9,14.23,120,5,1.83,35.5,20.54
2026-04-18T12:00:00Z,9.72,8.78,14.87,14.24,120,6,1.95,35.17,21.04
2026-04-18T15:00:00Z,8.51,8.71,14.83,14.25,120,10,2.95,35.89,25.69
2026-04-18T18:00:00Z,6.5,8.5,14.7,14.23,120,10,3.34,37.26,27.68
2026-04-18T21:00:00Z,4.96,8.1,14.42,14.18,120,9,3.47,38.7,28.68
2026-04-19T00:00:00Z,3.94,7.74,14.18,14.24,120,8,3.5,39.54,29.08
2026-04-19T03:00:00Z,4.06,7.71,14.07,14.28,120,1,1.87,39.5,21.78
2026-04-19T06:00:00Z,7.22,7.67,14.03,14.29,120,2,1.56,37.7,19.59
2026-04-19T09:00:00Z,11.16,7.67,14,14.28,121,2,1.28,35.53,17.43
2026-04-19T12:00:00Z,11.84,7.69,13.97,14.26,121,2,1.25,35.19,17.15
2026-04-19T15:00:00Z,10.06,7.61,13.93,14.25,121,8,2.31,36.27,23.07
2026-04-19T18:00:00Z,6.77,7.56,13.78,14.27,121,8,2.76,38.25,25.68
2026-04-19T21:00:00Z,5.36,7.22,13.47,14.3,121,7,2.82,39.44,26.28
2026-04-20T00:00:00Z,5.37,6.81,13.24,14.34,121,7,2.82,39.75,26.37
2026-04-20T03:00:00Z,7.44,6.83,13.11,14.3,121,0,1.37,38.72,18.72
2026-04-20T06:00:00Z,13.71,6.86,13.29,14.35,121,0,1.04,34.91,15.72
2026-04-20T09:00:00Z,16.92,7.19,13.26,14.35,123,0,0.9,33.07,14.34
2026-04-20T12:00:00Z,18.84,8.96,13.4,14.34,123,0,0.78,31.16,13.09
2026-04-20T15:00:00Z,15.58,10.13,12.96,14.26,123,4,1.28,32.83,16.81
2026-04-20T18:00:00Z,8.53,11.14,12.88,14.23,123,10,2.94,36.29,25.78
2026-04-20T21:00:00Z,6.03,10.1,12.78,14.17,123,10,3.45,38.44,28.5
2026-04-21T00:00:00Z,5.21,9.33,12.67,14.12,123,9,3.39,39.55,28.65
2026-04-21T03:00:00Z,6.17,8.93,12.59,14.08,123,1,1.56,39.35,19.98
2026-04-21T06:00:00Z,12.6,8.99,12.7,14.19,123,0,1.08,35.33,16.1
2026-04-21T09:00:00Z,16.46,8.93,12.68,14.18,126,0,0.92,33.31,14.54
2026-04-21T12:00:00Z,18.29,9.59,12.68,14.17,126,0,0.82,32.05,13.53
2026-04-21T15:00:00Z,15.05,10.4,12.49,14.04,126,8,1.9,33.81,20.42
2026-04-21T18:00:00Z,8.31,11.02,12.43,14.02,126,12,3.49,37.32,28.28
2026-04-21T21:00:00Z,5.34,10.16,12.34,13.97,126,16,5.71,39.68,36.46
2026-04-22T00:00:00Z,4.16,9.46,12.22,13.91,126,17,6.79,40.99,40.09
2026-04-22T03:00:00Z,4.73,9.01,12.16,13.88,126,8,3.24,41.01,28.54
2026-04-22T06:00:00Z,6.71,8.73,12.12,13.86,126,6,2.31,40.05,24.15
2026-04-22T09:00:00Z,7.94,8.87,12.08,13.85,128,4,1.77,39.32,21.2
2026-04-22T12:00:00Z,10.58,8.86,12.19,13.84,128,1,1.22,37.73,17.52
2026-04-22T15:00:00Z,12.01,8.85,12.02,13.83,128,13,3.22,37.09,27.16
2026-04-22T18:00:00Z,8.22,8.98,11.95,13.8,128,16,4.69,39.31,33.18
2026-04-22T21:00:00Z,5.64,8.74,11.82,13.75,128,14,4.87,41.21,34.48
2026-04-23T00:00:00Z,4.77,8.4,11.71,13.71,128,15,5.63,42.13,37.26
2026-04-23T03:00:00Z,5.77,8.28,11.65,13.68,128,7,2.72,41.71,26.53
2026-04-23T06:00:00Z,9.25,8.27,11.62,13.66,128,4,1.65,39.69,20.64
2026-04-23T09:00:00Z,13.5,8.29,11.6,13.65,130,1,1.09,37.26,16.57
2026-04-23T12:00:00Z,16.98,8.24,11.58,13.65,130,0,0.9,35.37,14.76
2026-04-23T15:00:00Z,14.7,8.25,11.57,13.64,130,8,1.93,36.66,21.36
2026-04-23T18:00:00Z,9.06,8.65,11.51,13.62,130,9,2.64,39.79,25.6
2026-04-23T21:00:00Z,6.4,8.8,11.41,13.58,130,10,3.37,41.52,29.22
2026-04-24T00:00:00Z,5.25,8.41,11.3,13.52,130,9,3.39,42.66,29.67
2026-04-24T03:00:00Z,6.07,8.28,11.25,13.49,130,2,1.69,42.35,21.45
2026-04-24T06:00:00Z,9.66,8.27,11.22,13.47,130,0,1.22,40.25,18.03
2026-04-24T09:00:00Z,13.99,8.33,11.2,13.47,131,0,1.03,37.72,16.2
2026-04-24T12:00:00Z,16.36,8.28,11.19,13.46,131,0,0.93,36.43,15.2
2026-04-24T15:00:00Z,13.71,8.22,11.18,13.45,131,2,1.17,37.99,17.21
2026-04-24T18:00:00Z,8.39,8.47,11.12,13.43,131,14,4.05,41.09,31.66
2026-04-24T21:00:00Z,5.88,8.46,11.01,13.38,131,16,5.49,42.86,37.12
2026-04-25T00:00:00Z,5.07,8.1,10.9,13.32,131,17,6.28,43.82,39.89
2026-04-25T03:00:00Z,5.82,7.98,10.84,13.29,131,6,2.47,43.54,25.91
2026-04-25T06:00:00Z,9.09,8.01,10.98,13.27,131,4,1.67,41.43,21.13
2026-04-25T09:00:00Z,13.08,8,10.96,13.26,133,1,1.11,39.1,17.06
2026-04-25T12:00:00Z,15.67,7.94,10.95,13.25,133,1,1,37.66,15.99
2026-04-25T15:00:00Z,13.88,8.02,10.77,13.24,133,12,2.79,38.83,25.96
2026-04-25T18:00:00Z,9.22,8.44,10.72,13.22,133,15,4.17,41.47,32.21
2026-04-25T21:00:00Z,7.91,8.59,10.65,13.18,133,15,4.47,42.35,33.57
2026-04-26T00:00:00Z,8.83,8.34,10.61,13.16,133,9,2.67,42.02,26.4
2026-04-26T03:00:00Z,9.1,8.39,10.74,13.14,133,6,2.01,41.76,23.1
2026-04-26T06:00:00Z,10.09,8.38,10.72,13.12,133,13,3.47,41.23,29.52
2026-04-26T09:00:00Z,11.86,8.47,10.69,13.31,134,10,2.55,39.68,25.19
2026-04-26T12:00:00Z,22.87,10.53,10.8,13.3,134,7,0.75,32.49,13.05
2026-04-26T15:00:00Z,19.63,12.36,10.7,13.09,134,13,2.1,33.89,21.39
2026-04-26T18:00:00Z,13.95,13.09,10.75,13.07,134,22,5.29,36.65,33.94
2026-04-26T21:00:00Z,11.22,12.95,10.71,13.04,134,11,2.83,38.38,26
2026-04-27T00:00:00Z,13.17,12.43,10.68,13.02,134,15,3.55,37.59,28.59
2026-04-27T03:00:00Z,15.52,12.45,10.73,13.22,134,11,2.39,35.77,23.31
2026-04-27T06:00:00Z,17.74,12.52,10.72,13.21,134,2,0.95,34.56,14.99
2026-04-27T09:00:00Z,22.9,13.27,10.75,13.2,134,0,0.41,31.48,9.72
2026-04-27T12:00:00Z,23.93,14.03,10.74,13.04,134,0,0.28,30.94,8.07
2026-04-27T15:00:00Z,19.5,13.78,10.69,12.98,134,10,1.67,33.52,19.15
2026-04-27T18:00:00Z,11.44,13.92,10.71,12.97,134,13,3.27,37.94,27.66
2026-04-27T21:00:00Z,7.95,12.95,10.68,12.93,134,14,4.13,40.58,31.73
2026-04-28T00:00:00Z,6.1,12.15,10.75,12.9,134,15,5,42.16,35.29
2026-04-28T03:00:00Z,6.68,11.69,10.8,12.89,134,8,2.76,42.03,26.81
2026-04-28T06:00:00Z,11.32,11.64,10.95,12.88,134,5,1.66,39.16,20.53
2026-04-28T09:00:00Z,14.96,11.65,10.84,12.88,135,1,1.03,37.17,16.09
2026-04-28T12:00:00Z,17.14,11.53,10.85,12.87,135,0,0.88,36,14.78
2026-04-28T15:00:00Z,15.04,11.39,10.76,12.87,135,3,1.2,37.33,17.29
2026-04-28T18:00:00Z,9.12,10.98,10.79,12.86,135,5,1.82,41.01,21.9
2026-04-28T21:00:00Z,6.1,10.21,10.79,12.83,135,11,3.73,43.34,31.22
2026-04-29T00:00:00Z,4.74,9.59,10.82,12.8,135,12,4.52,44.59,34.57
2026-04-29T03:00:00Z,4.88,9.23,10.85,12.79,135,5,2.43,44.72,26.01
2026-04-29T06:00:00Z,8.59,9.26,10.86,12.78,135,2,1.43,42.39,19.92
2026-04-29T09:00:00Z,11.88,9.3,10.86,12.78,136,0,1.11,40.38,17.32
2026-04-29T12:00:00Z,14.01,9.32,10.86,12.77,136,0,1.03,39.12,16.47
2026-04-29T15:00:00Z,12.65,9.11,10.85,12.77,136,6,1.74,40.05,21.2
2026-04-29T18:00:00Z,8.12,8.92,10.82,12.75,136,7,2.32,42.97,25
2026-04-29T21:00:00Z,5.51,8.41,10.71,12.72,136,13,4.58,45.08,34.96
2026-04-30T00:00:00Z,4.41,7.97,10.6,12.68,136,12,4.69,46.26,35.75
2026-04-30T03:00:00Z,4.57,7.67,10.54,12.65,136,4,2.29,46.45,25.76
2026-04-30T06:00:00Z,7.23,7.84,10.51,12.64,136,1,1.45,44.69,20.51
2026-04-30T09:00:00Z,10.9,7.84,10.49,12.63,138,0,1.16,42.42,18.04
2026-04-30T12:00:00Z,13.45,7.83,10.48,12.63,138,0,1.05,40.9,16.98
2026-04-30T15:00:00Z,11.83,7.75,10.47,12.62,138,9,2.35,41.95,24.87
2026-04-30T18:00:00Z,7.51,7.78,10.41,12.6,138,6,2.2,44.73,24.84
2026-04-30T21:00:00Z,5.28,7.66,10.3,12.56,138,4,2.15,46.47,25.03
2026-05-01T00:00:00Z,4.29,7.31,10.19,12.51,138,12,4.75,47.57,36.44
2026-05-01T03:00:00Z,4.7,7.22,10.13,12.47,138,3,2.07,47.49,24.84
2026-05-01T06:00:00Z,8.29,7.23,10.18,12.46,138,2,1.46,45.12,20.68
2026-05-01T09:00:00Z,11.13,7.24,10.25,12.46,140,3,1.4,43.28,19.86
2026-05-01T12:00:00Z,13.27,7.23,10.07,12.45,140,1,1.1,42.13,17.61
2026-05-01T15:00:00Z,12.04,7.17,10.06,12.44,140,10,2.54,42.95,26.06
2026-05-01T18:00:00Z,7.73,7.46,10.01,12.42,140,6,2.17,45.62,24.92
2026-05-01T21:00:00Z,5.82,7.58,9.94,12.39,140,11,3.84,46.96,32.83
2026-05-02T00:00:00Z,5.16,7.38,9.87,12.35,140,15,5.47,47.68,38.92
2026-05-02T03:00:00Z,6.22,7.27,9.83,12.32,140,2,1.67,47.14,22.46
2026-05-02T06:00:00Z,9.52,7.33,9.97,12.31,140,4,1.64,44.88,21.73
2026-05-02T09:00:00Z,12.65,7.3,9.95,12.3,142,5,1.59,42.96,20.98
2026-05-02T12:00:00Z,14.77,7.36,9.94,12.29,142,0,1,41.65,16.73
2026-05-02T15:00:00Z,11.79,7.56,9.76,12.29,142,6,1.8,43.56,22.37
2026-05-02T18:00:00Z,7.18,8.14,9.72,12.26,142,6,2.24,46.28,25.47
2026-05-02T21:00:00Z,5.11,8.15,9.64,12.21,142,7,2.88,47.84,29.02
2026-05-03T00:00:00Z,4.76,7.72,9.58,12.16,142,5,2.47,48.54,27.23
2026-05-03T03:00:00Z,6,7.56,9.68,12.13,142,1,1.59,47.79,22.04
2026-05-03T06:00:00Z,10.02,7.63,9.66,12.31,142,1,1.25,44.67,19.16
2026-05-03T09:00:00Z,13.64,7.6,9.7,12.3,145,0,1.04,42.42,17.22
2026-05-03T12:00:00Z,15.79,7.91,9.74,12.29,145,0,0.96,40.92,16.25
2026-05-03T15:00:00Z,13.27,8.55,9.62,12.09,145,8,2.04,42.71,23.51
2026-05-03T18:00:00Z,8.75,9.3,9.46,12.07,145,14,3.98,45.36,32.84
2026-05-03T21:00:00Z,9.02,8.79,9.44,12.02,145,6,2.02,45.62,24.1
2026-05-04T00:00:00Z,7.02,8.27,9.42,11.99,145,13,4.1,47.32,33.95
2026-05-04T03:00:00Z,6.95,8.02,9.4,11.96,145,7,2.5,47.61,27.12
2026-05-04T06:00:00Z,9.88,8.06,9.47,12.14,145,9,2.54,45.13,26.67
2026-05-04T09:00:00Z,10.99,8.12,9.53,12.13,147,7,2.03,44.38,23.87
2026-05-04T12:00:00Z,12.54,9.03,9.52,12.12,147,3,1.32,42.94,19.3
2026-05-04T15:00:00Z,13.97,10.27,9.51,11.91,147,11,2.56,41.91,25.87
2026-05-04T18:00:00Z,11.73,10.17,9.49,11.9,147,16,4.02,43.4,32.32
2026-05-04T21:00:00Z,8.85,10.02,9.52,11.87,147,16,4.54,45.35,34.9
2026-05-05T00:00:00Z,8.44,9.28,9.47,11.84,147,12,3.48,46.15,31.13
2026-05-05T03:00:00Z,9.24,9.11,9.49,11.82,147,10,2.85,45.76,28.27
2026-05-05T06:00:00Z,11,9.15,9.48,12,147,7,2.03,44.15,23.79
2026-05-05T09:00:00Z,12.06,9.14,9.48,11.99,148,5,1.62,43.52,21.31
2026-05-05T12:00:00Z,18.08,9.69,9.47,11.99,148,3,1.02,39.59,16.47
2026-05-05T15:00:00Z,17.64,11.34,9.47,11.79,148,5,1.25,39.47,18.12
2026-05-05T18:00:00Z,11.78,11.09,9.46,11.78,148,9,2.35,43.17,25.2
2026-05-05T21:00:00Z,31.16,11.43,9.52,11.76,148,8,0,31.97,0
2026-05-06T00:00:00Z,22.46,19.64,9.57,11.93,148,7,0.75,32.34,13.06
2026-05-06T03:00:00Z,17.65,19.91,9.6,11.92,148,1,0.87,34.79,14.48
2026-05-06T06:00:00Z,22.04,19.76,9.62,12.05,148,2,0.53,32.21,11.09
2026-05-06T09:00:00Z,25.03,19.64,9.64,12.05,149,0,0.09,30.73,4.74
2026-05-06T12:00:00Z,24.61,19.63,9.66,12.04,149,0,0.15,30.94,6.07
2026-05-06T15:00:00Z,19.58,19.04,9.55,11.9,149,10,1.62,34.24,19.07
2026-05-06T18:00:00Z,10.88,16.24,9.59,11.89,149,10,2.63,40.57,25.81
2026-05-06T21:00:00Z,7.68,14.45,9.79,11.86,149,13,3.89,43.39,31.84
2026-05-07T00:00:00Z,5.87,13.13,10.08,11.71,149,13,4.4,45.41,34.43
2026-05-07T03:00:00Z,7.04,12.08,10.59,11.68,149,0,1.4,44.84,20.19
2026-05-07T06:00:00Z,12.69,12.16,10.62,11.81,149,3,1.31,40.95,18.82
2026-05-07T09:00:00Z,16.38,12.11,10.63,11.81,151,2,1.03,38.79,16.43
2026-05-07T12:00:00Z,18.01,12.05,10.64,11.81,151,0,0.83,37.87,14.72
2026-05-07T15:00:00Z,13.22,12.1,10.39,11.68,151,2,1.18,41.18,17.99
2026-05-07T18:00:00Z,7.48,11.5,10.47,11.68,151,9,2.86,45.01,28.14
2026-05-07T21:00:00Z,4.75,10.32,10.41,11.68,151,10,3.84,47.52,33.01
2026-05-08T00:00:00Z,3.42,9.42,10.45,11.68,151,7,3.37,48.91,31.52
2026-05-08T03:00:00Z,4.5,8.89,10.53,11.68,151,1,1.8,48.42,23.47
2026-05-08T06:00:00Z,9.14,9.04,10.55,11.68,151,0,1.25,45.26,19.24
2026-05-08T09:00:00Z,12.13,9.03,10.52,11.68,154,0,1.1,43.4,17.83
2026-05-08T12:00:00Z,13.13,9,10.54,11.67,154,0,1.06,42.79,17.42
2026-05-08T15:00:00Z,10.52,8.92,10.54,11.67,154,8,2.26,44.47,25.11
2026-05-08T18:00:00Z,6.12,8.78,10.57,11.67,154,9,3.16,47.4,30.16
2026-05-08T21:00:00Z,4.14,7.99,10.46,11.65,154,12,4.81,49.34,37.26
2026-05-09T00:00:00Z,3.61,7.34,10.33,11.62,154,11,4.7,50.3,37.21
2026-05-09T03:00:00Z,3.76,6.83,10.24,11.6,154,6,3,50.66,30.34
2026-05-09T06:00:00Z,6.08,6.97,10.33,11.59,154,0,1.51,48.93,21.8
2026-05-09T09:00:00Z,10.84,6.98,10.31,11.58,158,0,1.16,45.8,18.71
2026-05-09T12:00:00Z,12.89,6.96,10.3,11.6,158,0,1.07,44.46,17.82
2026-05-09T15:00:00Z,10.47,7.06,10.15,11.57,158,6,1.89,46.18,23.53
2026-05-09T18:00:00Z,5.76,7.45,10.07,11.56,158,13,4.51,49.2,36.11
2026-05-09T21:00:00Z,3.84,7.15,9.93,11.51,158,10,4.24,50.97,35.68
2026-05-10T00:00:00Z,3.69,6.65,9.82,11.47,158,12,5.07,51.61,38.95
2026-05-10T03:00:00Z,4.3,6.28,9.74,11.44,158,5,2.59,51.58,28.62
2026-05-10T06:00:00Z,6.75,6.4,9.85,11.43,158,1,1.5,49.72,21.91
2026-05-10T09:00:00Z,10.73,6.35,9.83,11.53,162,8,2.25,46.83,25.64
2026-05-10T12:00:00Z,11.13,6.58,9.81,11.41,162,3,1.4,46.79,20.59
2026-05-10T15:00:00Z,8.31,7.07,9.61,11.4,162,10,2.99,48.59,29.75
2026-05-10T18:00:00Z,4.96,7.39,9.54,11.37,162,5,2.43,50.83,27.59
2026-05-10T21:00:00Z,3.41,7.12,9.44,11.32,162,9,4.07,52.34,35.47
2026-05-11T00:00:00Z,2.75,6.64,9.34,11.25,162,7,3.67,53.39,34.14
2026-05-11T03:00:00Z,3.58,6.47,9.28,11.22,162,3,2.32,53.08,27.55
2026-05-11T06:00:00Z,6.41,6.45,9.39,11.2,162,1,1.54,51.01,22.42
2026-05-11T09:00:00Z,8.74,6.47,9.38,11.2,166,0,1.28,49.43,20.27
2026-05-11T12:00:00Z,11.56,6.44,9.37,11.19,166,0,1.13,47.58,18.81
2026-05-11T15:00:00Z,9.46,6.5,9.21,11.18,166,6,1.98,49.13,24.73
2026-05-11T18:00:00Z,5.03,6.85,9.14,11.16,166,8,3.19,52.12,31.63
2026-05-11T21:00:00Z,3.26,6.57,9.03,11.1,166,8,3.8,53.86,34.83
2026-05-12T00:00:00Z,2.73,6.11,8.91,11.03,166,9,4.41,54.86,37.6
2026-05-12T03:00:00Z,3.91,5.87,8.83,10.99,166,3,2.25,54.36,27.46
2026-05-12T06:00:00Z,8.7,5.95,8.95,11.14,166,0,1.28,50.35,20.46
2026-05-12T09:00:00Z,12.01,5.92,8.94,11.13,171,0,1.11,48.16,18.77
2026-05-12T12:00:00Z,12.86,6.25,9.03,11.12,171,0,1.08,47.32,18.35
2026-05-12T15:00:00Z,9.97,6.98,8.91,10.95,171,1,1.26,49.43,20.1
2026-05-12T18:00:00Z,5.02,7.73,8.7,10.92,171,9,3.48,52.71,33.08
2026-05-12T21:00:00Z,3.43,7.14,8.65,10.86,171,10,4.43,54.47,37.54
2026-05-13T00:00:00Z,3.11,6.53,8.59,10.8,171,8,3.87,55.34,35.54
2026-05-13T03:00:00Z,4.43,6.21,8.65,10.76,171,1,1.83,54.63,25.01
2026-05-13T06:00:00Z,9.26,6.28,8.62,10.92,171,2,1.39,50.72,21.34
2026-05-13T09:00:00Z,11.84,6.23,8.69,10.91,176,0,1.12,48.93,18.96
2026-05-13T12:00:00Z,13.29,7.37,8.68,10.9,176,0,1.06,47.33,18.22
2026-05-13T15:00:00Z,11.81,8.47,8.67,10.72,176,5,1.63,48.16,22.42
2026-05-13T18:00:00Z,6.8,9.24,8.64,10.7,176,10,3.28,51.21,31.78
2026-05-13T21:00:00Z,4.96,8.3,8.6,10.66,176,18,6.77,53.24,45.15
2026-05-14T00:00:00Z,4.32,7.64,8.56,10.63,176,14,5.51,54.26,41.44
2026-05-14T03:00:00Z,3.99,7.17,8.55,10.61,176,2,2.04,54.87,26.38
2026-05-14T06:00:00Z,6.86,7.4,8.55,10.61,176,0,1.43,52.67,21.97
2026-05-14T09:00:00Z,10.12,7.41,8.55,10.6,180,1,1.25,50.39,20.21
2026-05-14T12:00:00Z,12.31,7.34,8.55,10.6,180,0,1.1,48.95,18.81
2026-05-14T15:00:00Z,10.59,7.29,8.54,10.6,180,2,1.31,50.17,20.65
2026-05-14T18:00:00Z,6.7,7.27,8.54,10.58,180,8,2.79,52.96,29.97
2026-05-14T21:00:00Z,5.02,7.01,8.5,10.55,180,9,3.49,54.47,33.63
2026-05-15T00:00:00Z,4.82,6.54,8.45,10.51,180,8,3.26,55.08,32.76
2026-05-15T03:00:00Z,5.59,6.34,8.48,10.49,180,1,1.65,54.68,23.86
2026-05-15T06:00:00Z,10.43,6.42,8.46,10.63,180,0,1.18,50.78,19.79
2026-05-15T09:00:00Z,13.91,6.4,8.5,10.63,183,0,1.04,48.4,18.22
2026-05-15T12:00:00Z,15.79,7.02,8.49,10.62,183,0,0.96,46.8,17.3
2026-05-15T15:00:00Z,12.31,8.05,8.49,10.47,183,4,1.46,48.95,21.47
2026-05-15T18:00:00Z,7.05,8.94,8.47,10.45,183,5,2.06,52.12,25.87
2026-05-15T21:00:00Z,5.21,8.24,8.4,10.41,183,12,4.37,54.04,37.17
2026-05-16T00:00:00Z,4.13,7.57,8.37,10.38,183,9,3.78,55.4,35.19
2026-05-16T03:00:00Z,5.46,7.25,8.39,10.35,183,3,1.94,54.69,25.72
2026-05-16T06:00:00Z,8.94,7.28,8.38,10.49,183,0,1.26,51.77,20.6
2026-05-16T09:00:00Z,13.1,7.24,8.4,10.49,187,0,1.07,48.92,18.56
2026-05-16T12:00:00Z,15.42,7.43,8.4,10.48,187,0,0.97,47.27,17.52
2026-05-16T15:00:00Z,12.15,8.08,8.4,10.33,187,6,1.77,49.5,23.57
2026-05-16T18:00:00Z,7.27,8.68,8.39,10.32,187,15,4.66,52.58,37.79
2026-05-16T21:00:00Z,5.32,8.31,8.38,10.29,187,21,7.83,54.31,48.72
2026-05-17T00:00:00Z,4.37,7.78,8.36,10.26,187,18,7.16,55.44,47.21
2026-05-17T03:00:00Z,5.11,7.52,8.37,10.25,187,4,2.19,55.12,27.28
2026-05-17T06:00:00Z,9.33,7.63,8.37,10.38,187,2,1.39,51.63,21.47
2026-05-17T09:00:00Z,12.64,7.58,8.37,10.37,190,0,1.08,49.38,18.78
2026-05-17T12:00:00Z,14.74,7.75,8.37,10.37,190,3,1.22,47.87,19.54
2026-05-17T15:00:00Z,12.51,8.36,8.37,10.23,190,9,2.29,49.41,26.51
2026-05-17T18:00:00Z,8.62,8.85,8.37,10.22,190,12,3.45,51.83,32.72
2026-05-17T21:00:00Z,6.31,8.5,8.37,10.19,190,18,6.06,53.77,43.11
2026-05-18T00:00:00Z,5.47,7.96,8.37,10.17,190,19,6.9,54.8,46.14
2026-05-18T03:00:00Z,6.99,7.77,8.36,10.18,190,13,4.11,53.79,36.08
2026-05-18T06:00:00Z,10.45,7.84,8.37,10.28,190,13,3.42,50.99,32.35
2026-05-18T09:00:00Z,13.92,8.25,8.37,10.34,192,14,3.23,48.22,30.7
2026-05-18T12:00:00Z,14.99,10.34,8.37,10.37,192,7,1.74,46.2,22.66
2026-05-18T15:00:00Z,12.39,10.97,8.37,10.27,192,11,2.71,47.83,28.23
2026-05-18T18:00:00Z,9.35,11.05,8.38,10.26,192,10,2.83,49.86,29.32
2026-05-18T21:00:00Z,6.85,10.62,8.41,10.24,192,13,4.13,51.87,35.54
2026-05-19T00:00:00Z,6.02,9.98,8.51,10.23,192,14,4.72,52.8,38.12
2026-05-19T03:00:00Z,6.08,9.51,8.6,10.1,192,7,2.66,53.33,29.38
2026-05-19T06:00:00Z,8.21,9.34,8.88,10.1,192,9,2.76,51.63,29.45
2026-05-19T09:00:00Z,9.88,9.47,8.91,10.21,193,8,2.32,50.06,26.85
2026-05-19T12:00:00Z,12.71,9.45,8.93,10.12,193,0,1.08,48.37,18.56
2026-05-19T15:00:00Z,11.46,9.37,8.71,10.1,193,8,2.18,49.55,25.94
2026-05-19T18:00:00Z,7.78,9.23,8.76,10.09,193,7,2.37,52.15,27.58
2026-05-19T21:00:00Z,5.59,8.69,8.8,10.09,193,16,5.63,54.02,41.76
2026-05-20T00:00:00Z,4.64,8.19,8.79,10.09,193,12,4.6,55.05,38.37
2026-05-20T03:00:00Z,4.71,7.86,8.84,10.09,193,3,2.07,55.16,26.59
2026-05-20T06:00:00Z,7.63,8.04,8.86,10.09,193,0,1.36,52.9,21.5
2026-05-20T09:00:00Z,10.42,7.96,8.84,10.09,195,0,1.18,51.01,19.82
2026-05-20T12:00:00Z,12.07,8,8.83,10.09,195,0,1.11,49.86,19.04
2026-05-20T15:00:00Z,10.47,7.83,8.79,10.09,195,4,1.57,51.1,22.62
2026-05-20T18:00:00Z,6.68,7.69,8.82,10.09,195,6,2.33,53.86,27.77
2026-05-20T21:00:00Z,4.71,7.3,8.83,10.08,195,10,3.9,55.56,35.73
2026-05-21T00:00:00Z,3.76,6.93,8.88,10.07,195,7,3.29,56.47,33.31
2026-05-21T03:00:00Z,4.13,6.67,8.88,10.07,195,4,2.4,56.39,28.79
2026-05-21T06:00:00Z,6.76,6.79,8.91,10.06,195,1,1.5,54.35,22.81
2026-05-21T09:00:00Z,10.27,6.81,8.84,10.06,197,1,1.24,51.9,20.44
2026-05-21T12:00:00Z,11.84,6.81,8.84,10.06,197,1,1.16,50.81,19.67
2026-05-21T15:00:00Z,10.04,6.73,8.83,10.06,197,3,1.46,52.13,22.09
2026-05-21T18:00:00Z,6.2,6.76,8.79,10.05,197,8,2.9,54.94,31.01
2026-05-21T21:00:00Z,4.31,6.72,8.71,10.04,197,7,3.12,56.49,32.49
2026-05-22T00:00:00Z,3.26,6.4,8.64,10.01,197,8,3.81,57.64,35.94
2026-05-22T03:00:00Z,3.6,6.26,8.59,10,197,3,2.32,57.57,28.59
