time,m1,m10,m100,m1000,kbdi,wind_mph,fems_sc,fems_erc,fems_bi
2026-05-22T06:00:00Z,6.48,6.3,8.68,9.99,197,1,1.54,55.32,23.23
2026-05-22T09:00:00Z,9.79,6.32,8.67,9.99,200,0,1.21,52.92,20.43
2026-05-22T12:00:00Z,11.48,6.32,8.67,9.99,200,0,1.13,51.74,19.58
2026-05-22T15:00:00Z,9.63,6.25,8.54,9.98,200,4,1.63,53.24,23.46
2026-05-22T18:00:00Z,5.8,6.35,8.49,9.97,200,6,2.49,56.05,29.21
2026-05-22T21:00:00Z,3.95,6.39,8.41,9.95,200,10,4.21,57.58,37.63
2026-05-23T00:00:00Z,3.33,6.11,8.34,9.92,200,9,4.13,58.41,37.56
2026-05-23T03:00:00Z,4.18,5.98,8.29,9.9,200,3,2.19,57.96,27.94
2026-05-23T06:00:00Z,7.63,6.05,8.41,9.99,200,3,1.66,54.92,24
2026-05-23T09:00:00Z,10.69,6.04,8.4,9.99,203,0,1.17,52.74,20.04
2026-05-23T12:00:00Z,12.59,5.99,8.39,9.99,203,0,1.09,51.45,19.16
2026-05-23T15:00:00Z,10.44,6.09,8.24,9.88,203,2,1.32,53.37,21.32
2026-05-23T18:00:00Z,6.23,6.7,8.2,9.86,203,4,2,56.15,26.41
2026-05-23T21:00:00Z,4.25,6.7,8.12,9.83,203,12,4.8,57.82,40.04
2026-05-24T00:00:00Z,3.71,6.3,8.07,9.79,203,9,3.97,58.67,36.94
2026-05-24T03:00:00Z,5.25,6.12,8.15,9.77,203,4,2.17,57.6,27.73
2026-05-24T06:00:00Z,9.44,6.19,8.13,9.89,203,1,1.29,54.12,21.2
2026-05-24T09:00:00Z,12.84,6.16,8.22,9.88,206,1,1.12,51.63,19.49
2026-05-24T12:00:00Z,14.54,6.58,8.21,9.88,206,0,1.01,50.22,18.33
2026-05-24T15:00:00Z,11.66,7.5,8.1,9.75,206,3,1.37,52.15,21.44
2026-05-24T18:00:00Z,7.13,8.26,8.09,9.73,206,4,1.87,54.97,25.35
2026-05-24T21:00:00Z,5.09,7.84,7.94,9.7,206,10,3.76,57.02,35.58
2026-05-25T00:00:00Z,4.36,7.27,7.95,9.67,206,9,3.7,58.05,35.61
2026-05-25T03:00:00Z,5.07,6.98,7.99,9.65,206,1,1.72,57.72,24.95
2026-05-25T06:00:00Z,8.99,7.06,7.99,9.77,206,0,1.26,54.39,21.05
2026-05-25T09:00:00Z,12.32,7.02,8.03,9.77,209,1,1.14,51.99,19.71
2026-05-25T12:00:00Z,13.06,7.37,8.03,9.76,209,7,1.88,51.27,24.63
2026-05-25T15:00:00Z,11.39,8.56,8.02,9.62,209,10,2.6,52.11,28.79
2026-05-25T18:00:00Z,8.79,9.13,8.04,9.61,209,13,3.69,53.63,34.28
2026-05-25T21:00:00Z,34.85,12.99,8.05,9.73,209,5,0,34.79,0
2026-05-26T00:00:00Z,35,25.87,8.05,9.83,209,3,0,28.67,0
2026-05-26T03:00:00Z,27.99,28.76,8.04,9.82,209,1,0,30.92,0
2026-05-26T06:00:00Z,31.93,29.41,8.04,9.82,209,0,0,28.67,0
2026-05-26T09:00:00Z,34.43,30.1,8.03,9.88,210,2,0,27.05,0
2026-05-26T12:00:00Z,32.4,30.28,8.22,9.88,210,0,0,27.83,0
2026-05-26T15:00:00Z,23.31,28.91,8.99,9.81,210,8,0.52,32.59,11.07
2026-05-26T18:00:00Z,11.76,20.35,9.51,9.87,210,13,3.22,42.92,29.05
2026-05-26T21:00:00Z,7.97,15.11,13.08,9.89,210,14,4.1,44.91,33.16
2026-05-27T00:00:00Z,6.18,12.95,14.32,9.87,210,11,3.67,46.19,31.92
2026-05-27T03:00:00Z,6.82,11.62,14.32,10.05,210,9,2.98,46.05,28.96
2026-05-27T06:00:00Z,10.04,11.42,14.34,10.18,210,5,1.75,43.75,22.12
2026-05-27T09:00:00Z,11.54,11.34,14.77,10.27,211,6,1.81,42.26,22.11
2026-05-27T12:00:00Z,12.72,11.69,14.55,10.35,211,6,1.73,41.36,21.46
2026-05-27T15:00:00Z,10.58,11.67,14.6,9.92,211,15,3.91,43.71,32.04
2026-05-27T18:00:00Z,7.82,11.13,14.55,9.98,211,16,4.78,45.65,35.84
2026-05-27T21:00:00Z,5.9,10.17,14.7,10.14,211,17,5.81,46.89,39.71
2026-05-28T00:00:00Z,4.77,9.45,14.47,10.38,211,16,5.99,47.63,40.56
2026-05-28T03:00:00Z,6.32,9,14.36,10.87,211,8,2.84,45.68,28.23
2026-05-28T06:00:00Z,10.2,9.08,14.29,11.32,211,8,2.29,42.09,24.62
2026-05-28T09:00:00Z,10.91,9.21,14.24,11.37,213,11,2.87,41.54,27.15
2026-05-28T12:00:00Z,12.07,9.8,14.34,11.4,213,10,2.53,40.36,25.28
2026-05-28T15:00:00Z,11.29,9.91,14.13,10.78,213,19,4.93,42.49,35.18
2026-05-28T18:00:00Z,8.22,10.14,14.02,10.85,213,17,5,44.2,36.05
2026-05-28T21:00:00Z,6.22,9.35,13.78,10.99,213,20,6.83,45.77,42.3
2026-05-29T00:00:00Z,5.07,8.72,13.55,11.15,213,15,5.47,46.68,38.54
2026-05-29T03:00:00Z,6.9,8.46,13.43,11.24,213,11,3.53,45.52,31.13
2026-05-29T06:00:00Z,9.37,8.45,13.37,11.73,213,8,2.38,42.74,25.23
2026-05-29T09:00:00Z,11.89,8.51,13.5,11.74,215,9,2.34,41.03,24.58
2026-05-29T12:00:00Z,12.65,9.51,13.46,11.75,215,6,1.74,40.07,21.19
2026-05-29T15:00:00Z,12.94,10.11,13.23,11.34,215,12,2.88,40.76,26.95
2026-05-29T18:00:00Z,9.81,10.36,13.16,11.38,215,12,3.25,42.51,29.04
2026-05-29T21:00:00Z,8.09,9.73,13.07,11.43,215,16,4.72,43.89,35
2026-05-30T00:00:00Z,7.63,9.13,12.96,11.48,215,13,3.93,44.47,32.35
2026-05-30T03:00:00Z,8.18,8.9,12.88,11.51,215,4,1.75,44.24,22.24
2026-05-30T06:00:00Z,13.66,8.98,13,11.82,215,0,1.04,39.96,16.73
2026-05-30T09:00:00Z,17.42,8.94,12.98,11.83,216,0,0.87,37.8,15.02
2026-05-30T12:00:00Z,19.5,9.27,12.81,11.54,216,0,0.74,37.26,13.82
2026-05-30T15:00:00Z,14.46,10.04,12.78,11.55,216,9,2.12,39.79,23.18
2026-05-30T18:00:00Z,8.83,10.45,12.69,11.57,216,6,2.03,43.01,23.52
2026-05-30T21:00:00Z,6.09,9.63,12.52,11.6,216,8,2.89,45.27,28.34
2026-05-31T00:00:00Z,4.76,8.88,12.33,11.5,216,7,2.96,47,29.13
2026-05-31T03:00:00Z,5.58,8.52,12.22,11.46,216,3,1.91,46.88,23.77
2026-05-31T06:00:00Z,10.58,8.54,12.34,11.68,216,0,1.17,43,18.25
2026-05-31T09:00:00Z,14.8,8.49,12.31,11.68,218,0,1,40.47,16.49
2026-05-31T12:00:00Z,16.77,8.86,12.13,11.71,218,0,0.91,39.21,15.56
2026-05-31T15:00:00Z,12.05,9.7,12.09,11.51,218,6,1.78,42.09,21.9
2026-05-31T18:00:00Z,6.75,9.71,12,11.53,218,7,2.52,45.47,26.66
2026-05-31T21:00:00Z,4.64,8.76,11.81,11.57,218,7,2.99,47.46,29.42
2026-06-01T00:00:00Z,3.58,8.02,11.62,11.5,218,8,3.64,48.99,32.68
2026-06-01T03:00:00Z,4.24,7.45,11.5,11.55,218,6,2.85,48.86,29.14
2026-06-01T06:00:00Z,9.43,7.67,11.61,11.63,218,2,1.38,45,20.1
2026-06-01T09:00:00Z,12.9,7.61,11.59,11.62,222,0,1.07,42.89,17.52
2026-06-01T12:00:00Z,15,7.9,11.53,11.58,222,0,0.99,41.59,16.64
2026-06-01T15:00:00Z,10.98,8.67,11.37,11.59,222,1,1.2,43.78,18.62
2026-06-01T18:00:00Z,6.2,8.93,11.28,11.56,222,8,2.88,46.87,28.73
2026-06-01T21:00:00Z,4.27,8.09,11.11,11.58,222,8,3.4,48.76,31.6
2026-06-02T00:00:00Z,3.54,7.4,10.93,11.62,222,12,5.12,49.74,38.49
2026-06-02T03:00:00Z,4.33,6.82,10.81,11.62,222,4,2.35,49.64,26.86
2026-06-02T06:00:00Z,8.44,7.07,10.93,11.64,222,0,1.3,46.57,19.85
2026-06-02T09:00:00Z,11.64,7.02,10.9,11.65,226,0,1.12,44.56,18.22
2026-06-02T12:00:00Z,13.71,7.15,10.88,11.65,226,0,1.04,43.19,17.34
2026-06-02T15:00:00Z,10.33,7.92,10.69,11.59,226,4,1.58,45.22,21.43
2026-06-02T18:00:00Z,5.95,8.31,10.6,11.58,226,10,3.49,48,31.74
2026-06-02T21:00:00Z,4.03,7.54,10.44,11.53,226,11,4.5,50.04,36.37
2026-06-03T00:00:00Z,3.53,6.92,10.28,11.47,226,7,3.36,51.07,32.11
2026-06-03T03:00:00Z,4.3,6.59,10.18,11.44,226,4,2.36,50.95,27.24
2026-06-03T06:00:00Z,8.77,6.66,10.3,11.52,226,0,1.27,47.52,19.88
2026-06-03T09:00:00Z,11.74,6.61,10.28,11.52,230,0,1.12,45.64,18.39
2026-06-03T12:00:00Z,13.27,6.96,10.38,11.51,230,1,1.1,44.38,18.04
2026-06-03T15:00:00Z,8.84,8.11,10.06,11.4,230,6,2.04,47.17,24.58
2026-06-03T18:00:00Z,5.22,8.19,10,11.38,230,9,3.41,49.69,31.9
2026-06-03T21:00:00Z,3.93,7.36,9.93,11.34,230,7,3.23,51.26,31.56
2026-06-04T00:00:00Z,3.41,6.63,9.82,11.29,230,7,3.42,52.33,32.7
2026-06-04T03:00:00Z,3.74,6.26,9.72,11.25,230,4,2.5,52.54,28.37
2026-06-04T06:00:00Z,7.93,6.32,9.83,11.37,230,0,1.34,49.16,20.64
2026-06-04T09:00:00Z,11.1,6.28,9.81,11.36,235,0,1.15,47.11,18.88
2026-06-04T12:00:00Z,12.56,6.41,9.79,11.22,235,2,1.22,46.44,19.26
2026-06-04T15:00:00Z,9.51,7.08,9.61,11.22,235,2,1.38,48.27,20.74
2026-06-04T18:00:00Z,5.14,7.57,9.53,11.19,235,9,3.44,51.12,32.46
2026-06-04T21:00:00Z,3.21,7.02,9.41,11.13,235,8,3.82,53.13,34.66
2026-06-05T00:00:00Z,2.67,6.43,9.28,11.06,235,12,5.67,54.24,41.98
2026-06-05T03:00:00Z,3.25,5.9,9.19,11.01,235,7,3.49,54.37,33.59
2026-06-05T06:00:00Z,4.81,5.99,9.29,10.99,235,0,1.69,53.15,23.84
2026-06-05T09:00:00Z,8.93,6.04,9.27,11.14,240,0,1.27,49.84,20.25
2026-06-05T12:00:00Z,10.99,5.96,9.25,10.97,240,0,1.15,48.95,19.25
2026-06-05T15:00:00Z,8.76,6.41,9.07,10.96,240,7,2.25,50.4,26.53
2026-06-05T18:00:00Z,4.79,6.81,9,10.93,240,9,3.56,53.11,33.57
2026-06-05T21:00:00Z,3.31,6.52,8.89,10.87,240,12,5.28,54.67,40.78
2026-06-06T00:00:00Z,2.92,6,8.78,10.8,240,13,5.96,55.6,43.45
2026-06-06T03:00:00Z,3.64,5.65,8.69,10.76,240,6,3.05,55.52,31.92
2026-06-06T06:00:00Z,5.53,5.69,8.8,10.74,240,5,2.33,54.06,27.82
2026-06-06T09:00:00Z,10.04,5.64,8.78,10.9,245,1,1.25,50.47,20.28
2026-06-06T12:00:00Z,12.76,5.74,8.87,10.89,245,0,1.08,48.48,18.59
2026-06-06T15:00:00Z,10.08,6.65,8.7,10.71,245,8,2.31,50.43,26.86
2026-06-06T18:00:00Z,6.01,7.19,8.54,10.68,245,14,4.76,53.2,38.39
2026-06-06T21:00:00Z,4.23,6.91,8.48,10.63,245,15,5.98,54.9,43.26
2026-06-07T00:00:00Z,3.91,6.35,8.42,10.57,245,15,6.19,55.72,44.25
2026-06-07T03:00:00Z,4.83,6.11,8.38,10.54,245,8,3.26,55.34,32.84
2026-06-07T06:00:00Z,6.75,6.13,8.47,10.7,245,3,1.76,53.36,24.32
2026-06-07T09:00:00Z,9.13,6.06,8.46,10.69,249,0,1.25,51.75,20.52
2026-06-07T12:00:00Z,10.3,6.74,8.52,10.56,249,8,2.29,50.83,26.85
2026-06-07T15:00:00Z,8.38,7.46,8.41,10.49,249,11,3.24,52.02,31.82
2026-06-07T18:00:00Z,5.7,7.59,8.26,10.47,249,17,5.98,54.09,42.96
2026-06-07T21:00:00Z,4.31,7.18,8.25,10.42,249,18,7.22,55.52,47.42
2026-06-08T00:00:00Z,4.31,6.61,8.23,10.37,249,15,5.94,56.05,43.55
2026-06-08T03:00:00Z,6.14,6.46,8.28,10.35,249,8,2.91,54.83,31.06
2026-06-08T06:00:00Z,7.64,6.44,8.26,10.51,249,4,1.82,53.31,24.66
2026-06-08T09:00:00Z,8.66,6.72,8.31,10.35,253,9,2.7,52.8,29.49
2026-06-08T12:00:00Z,10.49,7.29,8.3,10.48,253,1,1.23,50.8,20.14
2026-06-08T15:00:00Z,9.52,7.59,8.29,10.3,253,14,3.84,51.81,34.35
2026-06-08T18:00:00Z,6.03,7.75,8.21,10.28,253,14,4.75,54.36,38.73
2026-06-08T21:00:00Z,3.97,7.38,8.15,10.24,253,15,6.13,56.29,44.25
2026-06-09T00:00:00Z,3.05,6.86,8.15,10.2,253,15,6.77,57.46,46.75
2026-06-09T03:00:00Z,3.81,6.45,8.13,10.17,253,6,3,57.26,32.09
2026-06-09T06:00:00Z,7.13,6.64,8.16,10.33,253,2,1.57,54.18,23.27
2026-06-09T09:00:00Z,11.58,6.59,8.18,10.32,257,0,1.13,51.05,19.42
2026-06-09T12:00:00Z,14.1,6.85,8.18,10.31,257,0,1.03,49.18,18.29
2026-06-09T15:00:00Z,10.87,7.8,8.18,10.14,257,10,2.66,51.3,28.86
2026-06-09T18:00:00Z,5.77,8.4,8.17,10.13,257,16,5.56,54.64,41.74
2026-06-09T21:00:00Z,3.47,7.91,8.15,10.09,257,18,7.84,56.78,49.76
2026-06-10T00:00:00Z,2.68,7.28,8.13,10.05,257,15,7.04,57.94,47.81
2026-06-10T03:00:00Z,3.57,6.79,8.12,10.03,257,3,2.32,57.67,28.65
2026-06-10T06:00:00Z,7.25,6.92,8.13,10.17,257,1,1.45,54.42,22.48
2026-06-10T09:00:00Z,10.31,6.97,8.14,10.16,261,1,1.24,52.2,20.47
2026-06-10T12:00:00Z,12.39,6.9,8.13,10.16,261,1,1.14,50.8,19.48
2026-06-10T15:00:00Z,9.83,7.4,8.12,10,261,4,1.61,52.74,23.25
2026-06-10T18:00:00Z,5.57,7.73,8.08,9.99,261,6,2.53,55.72,29.34
2026-06-10T21:00:00Z,3.73,6.98,8.06,9.95,261,13,5.45,57.73,42.42
2026-06-11T00:00:00Z,3.06,6.37,8.01,9.91,261,14,6.32,58.84,45.8
2026-06-11T03:00:00Z,4.16,6.01,7.96,9.88,261,5,2.64,58.38,30.53
2026-06-11T06:00:00Z,8.11,6.02,8,10.01,261,1,1.38,54.98,22.06
2026-06-11T09:00:00Z,11.62,5.97,8.04,10,266,0,1.13,52.46,19.66
2026-06-11T12:00:00Z,14.39,6.8,8.03,10,266,1,1.06,50.03,18.7
2026-06-11T15:00:00Z,10.56,8.43,8.03,9.85,266,3,1.43,52.13,21.86
2026-06-11T18:00:00Z,5.94,8.55,8.03,9.83,266,6,2.45,55.44,28.84
2026-06-11T21:00:00Z,4.37,7.47,7.97,9.79,266,9,3.7,57.49,35.43
2026-06-12T00:00:00Z,3.48,6.51,7.95,9.76,266,9,4.06,58.95,37.42
2026-06-12T03:00:00Z,4.43,6.07,7.91,9.73,266,4,2.34,58.64,28.95
2026-06-12T06:00:00Z,7.94,6.12,7.93,9.86,266,0,1.34,55.56,21.84
2026-06-12T09:00:00Z,10.71,6.15,7.95,9.85,272,0,1.17,53.53,20.17
2026-06-12T12:00:00Z,12.79,7.12,7.95,9.84,272,0,1.08,51.47,19.1
2026-06-12T15:00:00Z,11.02,8.38,7.94,9.7,272,1,1.2,52.34,20.22
2026-06-12T18:00:00Z,6.15,8.74,7.95,9.69,272,7,2.65,55.67,29.92
2026-06-12T21:00:00Z,4.6,7.61,7.93,9.66,272,13,4.99,57.68,40.73
2026-06-13T00:00:00Z,6.82,7.02,7.92,9.63,272,6,2.31,56.48,28.28
2026-06-13T03:00:00Z,31.59,7.07,7.92,9.81,272,3,0,39.51,0
2026-06-13T06:00:00Z,19.99,12.82,7.93,9.85,272,2,0.78,43.37,15.19
2026-06-13T09:00:00Z,18.67,18.86,7.94,9.92,277,2,0.87,40.75,15.52
2026-06-13T12:00:00Z,16.3,19.34,8.08,9.91,277,0,0.92,41.82,16.09
2026-06-13T15:00:00Z,14.86,19.11,8.8,9.91,277,0,0.98,42.2,16.7
2026-06-13T18:00:00Z,10.85,16.3,11.04,9.94,277,11,2.86,44.15,27.88
2026-06-13T21:00:00Z,7.91,13.05,10.95,9.89,277,11,3.29,48.14,30.93
2026-06-14T00:00:00Z,7.14,11.02,11.2,9.9,277,11,3.46,49.59,32.09
2026-06-14T03:00:00Z,7.27,9.95,11.84,9.96,277,4,1.84,49.35,23.96
2026-06-14T06:00:00Z,13.65,9.9,12.21,10.05,277,1,1.09,44.59,17.94
2026-06-14T09:00:00Z,15.98,11.14,12.28,10.1,281,0,0.94,42.27,16.38
2026-06-14T12:00:00Z,17.69,13.06,12.36,10.13,281,0,0.85,40.07,15.24
2026-06-14T15:00:00Z,12.5,13.71,12.22,9.87,281,5,1.59,43.65,21.14
2026-06-14T18:00:00Z,6.98,11.41,12.1,9.95,281,13,4.08,48.47,34.24
2026-06-14T21:00:00Z,7.02,9.31,12.2,10.12,281,13,4.08,49.11,34.47
2026-06-15T00:00:00Z,34.95,18.21,12.27,10.66,281,7,0,27.37,0
2026-06-15T03:00:00Z,23.41,25.95,12.28,10.71,281,4,0.36,29.58,8.89
2026-06-15T06:00:00Z,31.48,26.86,12.27,10.74,281,2,0,25.29,0
2026-06-15T09:00:00Z,31.79,27.55,12.38,10.76,255,0,0,24.76,0
2026-06-15T12:00:00Z,32.03,27.87,12.7,10.78,255,0,0,24.28,0
2026-06-15T15:00:00Z,20.61,26.31,13.44,10.8,255,5,0.85,29.8,13.32
2026-06-15T18:00:00Z,10.33,18.39,14.14,10.45,255,9,2.47,39.37,24.7
2026-06-15T21:00:00Z,6.59,13.18,14.61,10.64,255,15,4.8,43.53,35.15
2026-06-16T00:00:00Z,8.48,11.35,14.68,10.92,255,5,1.88,42.59,22.59
2026-06-16T03:00:00Z,9.14,10.66,14.71,11.93,255,2,1.39,40.05,19.13
2026-06-16T06:00:00Z,18.32,11.2,14.82,12.02,255,0,0.81,34.29,13.9
2026-06-16T09:00:00Z,21.63,16.3,14.83,12.07,259,0,0.52,30.11,10.69
2026-06-16T12:00:00Z,24.42,20.97,14.83,12.11,259,0,0.15,26.67,5.73
2026-06-16T15:00:00Z,14.42,20.91,14.8,11.39,259,7,1.76,33.19,19.55
2026-06-16T18:00:00Z,6.91,14.62,15.16,11.58,259,6,2.25,39.78,23.77
2026-06-16T21:00:00Z,4.43,10.92,15.53,11.98,259,11,4.26,41.91,32.67
2026-06-17T00:00:00Z,3.92,8.83,15.25,12.49,259,14,5.66,42.34,37.42
2026-06-17T03:00:00Z,5.52,7.81,14.84,12.8,259,6,2.53,41.5,25.59
2026-06-17T06:00:00Z,8.58,7.89,14.62,13.54,259,4,1.71,38.06,20.55
2026-06-17T09:00:00Z,16.36,8.34,14.78,13.56,265,0,0.93,33.36,14.59
2026-06-17T12:00:00Z,19.46,12,14.89,13.58,265,0,0.73,29.98,12.45
2026-06-17T15:00:00Z,12.85,13.7,14.62,13.05,265,9,2.25,33.95,22.13
2026-06-17T18:00:00Z,6.77,11.5,14.34,13.16,265,13,4.13,38.38,30.94
2026-06-17T21:00:00Z,4.84,9.17,13.88,13.32,265,15,5.57,40.75,36.51
2026-06-18T00:00:00Z,4.85,7.73,13.37,13.11,265,17,6.4,42.48,39.65
2026-06-18T03:00:00Z,8.37,7.67,13.17,13.22,265,9,2.73,40.26,26.17
2026-06-18T06:00:00Z,13.47,7.89,13.3,13.42,265,0,1.05,36.63,16.13
2026-06-18T09:00:00Z,16.73,10.43,13.41,13.5,270,0,0.91,33.37,14.43
2026-06-18T12:00:00Z,18.09,13.92,13.48,13.66,270,2,0.92,30.68,13.98
2026-06-18T15:00:00Z,13.16,14.99,13.41,13.51,270,4,1.41,33.11,17.62
2026-06-18T18:00:00Z,7.24,12.41,13.29,13.53,270,10,3.15,37.68,27.11
2026-06-18T21:00:00Z,5.15,9.85,13.29,13.47,270,7,2.85,40.33,26.68
2026-06-19T00:00:00Z,4.79,8.21,13,13.47,270,12,4.51,41.67,33.47
2026-06-19T03:00:00Z,6.13,7.69,12.79,13.43,270,5,2.2,41.42,23.97
2026-06-19T06:00:00Z,10.56,7.69,12.86,13.53,270,1,1.22,38.51,17.7
2026-06-19T09:00:00Z,15.15,8.41,12.93,13.53,275,1,1.02,35.49,15.72
2026-06-19T12:00:00Z,17.65,11.03,12.9,13.54,275,0,0.85,32.91,13.96
2026-06-19T15:00:00Z,11.91,12.32,12.85,13.5,275,7,1.95,35.52,21.16
2026-06-19T18:00:00Z,6.17,11.07,12.55,13.48,275,11,3.7,39.71,29.87
2026-06-19T21:00:00Z,4.03,9.51,12.45,13.5,275,12,4.83,41.86,34.61
2026-06-20T00:00:00Z,3.16,8.45,12.23,13.53,275,11,4.9,43.08,35.29
2026-06-20T03:00:00Z,3.44,7.74,12.1,13.5,275,5,2.81,43.51,27.44
2026-06-20T06:00:00Z,7.05,7.82,12.04,13.48,275,0,1.41,41.32,19.51
2026-06-20T09:00:00Z,11.32,7.85,12.15,13.47,279,1,1.19,38.7,17.5
2026-06-20T12:00:00Z,12.79,7.85,12.13,13.47,279,1,1.12,37.88,16.9
2026-06-20T15:00:00Z,9.86,8.57,11.94,13.46,279,7,2.13,39.39,23.08
2026-06-20T18:00:00Z,5.55,8.66,11.82,13.44,279,13,4.56,42.09,33.79
2026-06-20T21:00:00Z,3.57,7.82,11.57,13.37,279,10,4.34,44.19,33.77
2026-06-21T00:00:00Z,2.44,7.12,11.31,13.27,279,11,5.35,45.78,37.79
2026-06-21T03:00:00Z,2.67,6.65,11.17,13.21,279,4,2.8,46.19,28.16
2026-06-21T06:00:00Z,5.74,6.76,11.12,13.19,279,2,1.74,44.26,22.2
2026-06-21T09:00:00Z,9.71,6.76,11.09,13.18,284,0,1.22,41.85,18.35
2026-06-21T12:00:00Z,12.31,6.74,11.07,13.17,284,0,1.1,40.33,17.2
2026-06-21T15:00:00Z,9.43,6.92,11.04,13.16,284,3,1.5,42.02,20.26
2026-06-21T18:00:00Z,5.15,7.21,10.91,13.13,284,5,2.39,44.74,25.81
2026-06-21T21:00:00Z,3.09,6.79,10.67,13.03,284,12,5.39,46.79,38.32
2026-06-22T00:00:00Z,2.16,6.26,10.44,12.92,284,10,5.12,48.23,37.94
2026-06-22T03:00:00Z,2.28,5.86,10.31,12.85,284,4,2.94,48.7,29.53
2026-06-22T06:00:00Z,5.29,6.02,10.27,12.83,284,2,1.81,46.71,23.19
2026-06-22T09:00:00Z,8.63,6.02,10.24,12.82,289,0,1.28,44.6,19.38
2026-06-22T12:00:00Z,11.29,6.01,10.23,12.81,289,0,1.14,42.98,18.03
2026-06-22T15:00:00Z,8.84,6.02,10.2,12.8,289,3,1.55,44.57,21.11
2026-06-22T18:00:00Z,4.74,6.34,10.09,12.76,289,10,3.89,47.26,33.15
2026-06-22T21:00:00Z,2.78,6.2,9.89,12.65,289,12,5.6,49.12,39.88
2026-06-23T00:00:00Z,2.2,5.74,9.68,12.54,289,13,6.48,50.32,43.12
2026-06-23T03:00:00Z,3.21,5.41,9.56,12.47,289,3,2.42,50.15,27.39
2026-06-23T06:00:00Z,6.91,5.51,9.69,12.44,289,0,1.43,47.53,20.96
2026-06-23T09:00:00Z,9.79,5.46,9.67,12.42,294,0,1.21,45.74,19.1
2026-06-23T12:00:00Z,11.73,5.84,9.67,12.41,294,0,1.12,44.32,18.15
2026-06-23T15:00:00Z,8.94,6.84,9.43,12.4,294,11,3.15,45.8,29.61
2026-06-23T18:00:00Z,5.31,7.33,9.35,12.34,294,10,3.69,48.12,32.62
2026-06-23T21:00:00Z,4.08,6.3,9.22,12.24,294,10,4.15,49.98,35.03
2026-06-24T00:00:00Z,34.82,6.13,9.24,12.14,294,5,0,31.91,0
2026-06-24T03:00:00Z,13.59,16.25,9.17,12.31,294,1,1.08,38.32,16.71
