time,temp_f,rh_pct,precip_in,wind_mph,solar_wm2,snow,fems_mc10,fems_mc100,fems_mc1000,fems_sc,fems_erc,fems_bi
2026-05-11T15:00:00Z,72,10,0,6,371,0,6.5,9.21,11.18,1.98,49.13,24.73
2026-05-11T16:00:00Z,76,10,0,6,586,0,6.56,9.19,11.18,2.2,50.44,26.28
2026-05-11T17:00:00Z,79,9,0,8,779,0,6.82,9.17,11.17,2.92,51.32,30.15
2026-05-11T18:00:00Z,80,9,0,8,926,0,6.85,9.14,11.16,3.19,52.12,31.63
2026-05-11T19:00:00Z,81,9,0,9,1016,0,6.94,9.11,11.14,3.74,52.7,34.22
2026-05-11T20:00:00Z,81,8,0,6,1040,0,6.76,9.07,11.12,3.03,53.32,31.2
2026-05-11T21:00:00Z,82,8,0,8,1002,0,6.57,9.03,11.1,3.8,53.86,34.83
2026-05-11T22:00:00Z,82,8,0,8,891,0,6.4,8.99,11.07,3.93,54.3,35.5
2026-05-11T23:00:00Z,83,8,0,8,728,0,6.25,8.95,11.05,4.01,54.63,35.92
2026-05-12T00:00:00Z,82,8,0,9,531,0,6.11,8.91,11.03,4.41,54.86,37.6
2026-05-12T01:00:00Z,79,9,0,6,243,0,5.94,8.88,11.01,3.34,55.01,33.13
2026-05-12T02:00:00Z,73,13,0,4,85,0,5.78,8.85,11,2.67,54.91,29.84
2026-05-12T03:00:00Z,60,21,0,3,2,0,5.87,8.83,10.99,2.25,54.36,27.46
2026-05-12T04:00:00Z,51,31,0,0,0,0,5.94,8.97,11.03,1.63,53.11,23.43
2026-05-12T05:00:00Z,46,36,0,0,0,0,5.98,8.96,11.14,1.41,51.45,21.62
2026-05-12T06:00:00Z,42,41,0,0,0,0,5.95,8.95,11.14,1.28,50.35,20.46
2026-05-12T07:00:00Z,39,45,0,0,0,0,5.97,8.95,11.14,1.2,49.43,19.69
2026-05-12T08:00:00Z,36,49,0,0,0,0,5.94,8.94,11.13,1.15,48.7,19.14
2026-05-12T09:00:00Z,37,46,0,0,0,0,5.92,8.94,11.13,1.11,48.16,18.77
2026-05-12T10:00:00Z,36,48,0,1,0,0,5.9,9.04,11.13,1.14,47.87,18.99
2026-05-12T11:00:00Z,35,48,0,0,0,0,6.02,9.04,11.13,1.09,47.63,18.49
2026-05-12T12:00:00Z,34,52,0,0,0,0,6.25,9.03,11.12,1.08,47.32,18.35
2026-05-12T13:00:00Z,41,46,0,0,25,0,6.55,9.03,10.96,1.07,47.5,18.33
2026-05-12T14:00:00Z,58,29,0,0,161,0,7.07,8.92,10.95,1.1,47.83,18.63
2026-05-12T15:00:00Z,78,13,0,1,367,0,6.98,8.91,10.95,1.26,49.43,20.1
2026-05-12T16:00:00Z,80,10,0,4,579,0,7.24,8.74,10.94,1.8,51.02,24.1
2026-05-12T17:00:00Z,82,10,0,9,793,0,7.46,8.72,10.93,3.18,52.04,31.55
2026-05-12T18:00:00Z,82,10,0,9,979,0,7.73,8.7,10.92,3.48,52.71,33.08
2026-05-12T19:00:00Z,83,10,0,12,842,0,7.59,8.69,10.9,4.77,53.42,38.52
2026-05-12T20:00:00Z,83,10,0,10,938,0,7.36,8.67,10.88,4.27,54,36.79
2026-05-12T21:00:00Z,82,10,0,10,1003,0,7.14,8.65,10.86,4.43,54.47,37.54
2026-05-12T22:00:00Z,83,10,0,11,890,0,6.92,8.63,10.84,4.93,54.85,39.55
2026-05-12T23:00:00Z,82,10,0,9,623,0,6.73,8.61,10.81,4.22,55.14,36.93
2026-05-13T00:00:00Z,82,10,0,8,558,0,6.53,8.59,10.8,3.87,55.34,35.54
2026-05-13T01:00:00Z,79,11,0,12,279,0,6.32,8.57,10.78,5.35,55.47,41.28
2026-05-13T02:00:00Z,74,15,0,7,86,0,6.13,8.55,10.77,3.36,55.37,33.31
2026-05-13T03:00:00Z,64,23,0,1,2,0,6.21,8.65,10.76,1.83,54.63,25.01
2026-05-13T04:00:00Z,52,33,0,1,0,0,6.28,8.64,10.93,1.62,53.1,23.33
2026-05-13T05:00:00Z,48,38,0,1,0,0,6.32,8.63,10.92,1.42,51.77,21.7
2026-05-13T06:00:00Z,46,42,0,2,0,0,6.28,8.62,10.92,1.39,50.72,21.34
2026-05-13T07:00:00Z,43,47,0,0,0,0,6.3,8.62,10.91,1.18,49.87,19.6
2026-05-13T08:00:00Z,45,46,0,0,0,0,6.26,8.7,10.91,1.13,49.17,19.13
2026-05-13T09:00:00Z,45,47,0,0,0,0,6.23,8.69,10.91,1.12,48.93,18.96
2026-05-13T10:00:00Z,43,52,0,0,0,0,6.53,8.69,10.91,1.1,48.49,18.75
2026-05-13T11:00:00Z,43,53,0,0,0,0,6.91,8.69,10.9,1.08,47.88,18.45
2026-05-13T12:00:00Z,42,55,0,0,0,0,7.37,8.68,10.9,1.06,47.33,18.22
2026-05-13T13:00:00Z,42,59,0,0,18,0,7.92,8.68,10.9,1.04,46.74,17.98
2026-05-13T14:00:00Z,56,45,0,2,130,0,8.61,8.69,10.73,1.17,46.87,19
2026-05-13T15:00:00Z,68,24,0,5,254,0,8.47,8.67,10.72,1.63,48.16,22.42
2026-05-13T16:00:00Z,72,19,0,12,487,0,8.72,8.66,10.72,3.29,49.53,31.33
2026-05-13T17:00:00Z,74,19,0,14,610,0,8.94,8.65,10.71,4.16,50.55,35.23
2026-05-13T18:00:00Z,75,15,0,10,787,0,9.24,8.64,10.7,3.28,51.21,31.78
2026-05-13T19:00:00Z,76,16,0,11,692,0,8.89,8.63,10.69,3.81,52.11,34.32
2026-05-13T20:00:00Z,74,17,0,17,897,0,8.58,8.61,10.68,6.15,52.75,43.01
2026-05-13T21:00:00Z,76,15,0,18,762,0,8.3,8.6,10.66,6.77,53.24,45.15
2026-05-13T22:00:00Z,72,16,0,13,567,0,8.04,8.58,10.65,4.93,53.65,39.16
2026-05-13T23:00:00Z,71,10,0,15,400,0,7.83,8.56,10.64,5.76,53.92,42.17
2026-05-14T00:00:00Z,74,10,0,14,527,0,7.64,8.56,10.63,5.51,54.26,41.44
2026-05-14T01:00:00Z,70,9,0,14,311,0,7.45,8.56,10.63,5.66,54.6,42.06
2026-05-14T02:00:00Z,64,9,0,8,103,0,7.29,8.55,10.62,3.54,54.81,33.95
2026-05-14T03:00:00Z,53,16,0,2,2,0,7.17,8.55,10.61,2.04,54.87,26.38
2026-05-14T04:00:00Z,42,25,0,0,0,0,7.33,8.55,10.61,1.73,54.4,24.37
2026-05-14T05:00:00Z,37,30,0,0,0,0,7.28,8.55,10.61,1.58,53.7,23.23
2026-05-14T06:00:00Z,35,32,0,0,0,0,7.4,8.55,10.61,1.43,52.67,21.97
2026-05-14T07:00:00Z,31,38,0,0,0,0,7.36,8.55,10.61,1.33,51.89,21.11
2026-05-14T08:00:00Z,29,41,0,1,0,0,7.33,8.55,10.6,1.31,51.13,20.79
2026-05-14T09:00:00Z,27,44,0,1,0,0,7.41,8.55,10.6,1.25,50.39,20.21
2026-05-14T10:00:00Z,27,45,0,1,0,0,7.39,8.55,10.6,1.2,49.82,19.79
2026-05-14T11:00:00Z,25,49,0,0,0,0,7.36,8.55,10.6,1.12,49.38,19.1
2026-05-14T12:00:00Z,24,52,0,0,0,0,7.34,8.55,10.6,1.1,48.95,18.81
2026-05-14T13:00:00Z,33,45,0,0,27,0,7.38,8.55,10.6,1.08,48.65,18.63
2026-05-14T14:00:00Z,51,28,0,0,170,0,7.34,8.54,10.6,1.09,48.91,18.78
2026-05-14T15:00:00Z,64,18,0,2,378,0,7.29,8.54,10.6,1.31,50.17,20.65
2026-05-14T16:00:00Z,65,19,0,12,593,0,7.23,8.54,10.59,3.42,51.42,32.45
2026-05-14T17:00:00Z,67,18,0,10,782,0,7.24,8.54,10.59,3.12,52.29,31.35
2026-05-14T18:00:00Z,69,18,0,8,928,0,7.27,8.54,10.58,2.79,52.96,29.97
2026-05-14T19:00:00Z,71,18,0,5,1019,0,7.3,8.53,10.57,2.23,53.49,27.17
2026-05-14T20:00:00Z,73,17,0,6,1042,0,7.16,8.52,10.56,2.56,54.01,29.08
2026-05-14T21:00:00Z,73,16,0,9,1004,0,7.01,8.5,10.55,3.49,54.47,33.63
2026-05-14T22:00:00Z,74,18,0,11,947,0,6.86,8.48,10.54,4.23,54.83,36.87
2026-05-14T23:00:00Z,72,19,0,10,656,0,6.71,8.47,10.52,3.91,55.01,35.63
2026-05-15T00:00:00Z,73,17,0,8,515,0,6.54,8.45,10.51,3.26,55.08,32.76
2026-05-15T01:00:00Z,72,15,0,11,298,0,6.38,8.43,10.5,4.21,55.23,36.89
2026-05-15T02:00:00Z,65,19,0,6,97,0,6.23,8.42,10.5,2.69,55.29,30.06
2026-05-15T03:00:00Z,56,28,0,1,2,0,6.34,8.48,10.49,1.65,54.68,23.86
2026-05-15T04:00:00Z,50,37,0,2,0,0,6.41,8.47,10.64,1.59,53.16,23.15
2026-05-15T05:00:00Z,43,44,0,2,0,0,6.46,8.46,10.64,1.42,51.87,21.79
2026-05-15T06:00:00Z,40,47,0,0,0,0,6.42,8.46,10.63,1.18,50.78,19.79
2026-05-15T07:00:00Z,38,52,0,1,0,0,6.45,8.5,10.63,1.17,49.9,19.58
2026-05-15T08:00:00Z,36,58,0,0,0,0,6.42,8.5,10.63,1.08,49.13,18.69
2026-05-15T09:00:00Z,33,61,0,0,0,0,6.4,8.5,10.63,1.04,48.4,18.22
2026-05-15T10:00:00Z,32,60,0,0,0,0,6.46,8.5,10.63,1,47.85,17.87
2026-05-15T11:00:00Z,31,65,0,0,0,0,6.71,8.5,10.63,0.98,47.39,17.63
2026-05-15T12:00:00Z,30,66,0,0,0,0,7.02,8.49,10.62,0.96,46.8,17.3
2026-05-15T13:00:00Z,38,56,0,0,27,0,7.44,8.49,10.62,0.95,46.49,17.21
2026-05-15T14:00:00Z,54,41,0,0,169,0,8.19,8.47,10.47,1,47.3,17.77
2026-05-15T15:00:00Z,66,26,0,4,376,0,8.05,8.49,10.47,1.46,48.95,21.47
2026-05-15T16:00:00Z,69,21,0,5,587,0,8.45,8.49,10.46,1.76,50.29,23.64
2026-05-15T17:00:00Z,72,20,0,4,777,0,8.58,8.48,10.46,1.74,51.41,23.77
2026-05-15T18:00:00Z,75,17,0,5,931,0,8.94,8.47,10.45,2.06,52.12,25.87
2026-05-15T19:00:00Z,71,21,0,5,774,0,8.77,8.44,10.44,2.19,52.89,26.78
2026-05-15T20:00:00Z,75,18,0,10,1002,0,8.51,8.42,10.43,3.56,53.43,33.64
2026-05-15T21:00:00Z,75,12,0,12,1004,0,8.24,8.4,10.41,4.37,54.04,37.17
2026-05-15T22:00:00Z,76,13,0,16,896,0,7.99,8.39,10.4,6.13,54.67,43.68
2026-05-15T23:00:00Z,76,12,0,15,729,0,7.78,8.37,10.39,5.94,55.14,43.21
2026-05-16T00:00:00Z,75,15,0,9,523,0,7.57,8.37,10.38,3.78,55.4,35.19
2026-05-16T01:00:00Z,73,17,0,11,305,0,7.35,8.37,10.37,4.4,55.45,37.74
2026-05-16T02:00:00Z,67,20,0,9,100,0,7.17,8.37,10.36,3.56,55.24,34.18
2026-05-16T03:00:00Z,61,22,0,3,2,0,7.25,8.39,10.35,1.94,54.69,25.72
2026-05-16T04:00:00Z,58,24,0,5,0,0,7.16,8.38,10.35,2.21,54.26,27.19
2026-05-16T05:00:00Z,45,39,0,0,0,0,7.23,8.38,10.5,1.41,53.14,21.94
2026-05-16T06:00:00Z,39,46,0,0,0,0,7.28,8.38,10.49,1.26,51.77,20.6
2026-05-16T07:00:00Z,37,49,0,0,0,0,7.25,8.4,10.49,1.17,50.55,19.63
2026-05-16T08:00:00Z,34,55,0,0,0,0,7.27,8.4,10.49,1.11,49.65,19.03
2026-05-16T09:00:00Z,33,55,0,0,0,0,7.24,8.4,10.49,1.07,48.92,18.56
2026-05-16T10:00:00Z,30,61,0,0,0,0,7.22,8.4,10.49,1.04,48.43,18.24
2026-05-16T11:00:00Z,29,63,0,0,0,0,7.26,8.4,10.49,1,47.84,17.86
2026-05-16T12:00:00Z,28,66,0,0,0,0,7.43,8.4,10.48,0.97,47.27,17.52
2026-05-16T13:00:00Z,36,57,0,0,28,0,7.67,8.4,10.48,0.96,46.97,17.37
2026-05-16T14:00:00Z,53,36,0,1,172,0,8.15,8.4,10.33,1.05,47.8,18.23
2026-05-16T15:00:00Z,64,25,0,6,379,0,8.08,8.4,10.33,1.77,49.5,23.57
2026-05-16T16:00:00Z,66,21,0,12,592,0,8.22,8.39,10.33,3.23,50.91,31.49
2026-05-16T17:00:00Z,68,20,0,13,781,0,8.54,8.39,10.32,3.77,51.83,34.06
2026-05-16T18:00:00Z,69,19,0,15,929,0,8.68,8.39,10.32,4.66,52.58,37.79
2026-05-16T19:00:00Z,70,19,0,13,1014,0,8.76,8.39,10.31,4.27,53.15,36.51
2026-05-16T20:00:00Z,71,18,0,19,1039,0,8.53,8.38,10.3,6.7,53.78,45.13
2026-05-16T21:00:00Z,71,15,0,21,1000,0,8.31,8.38,10.29,7.83,54.31,48.72
2026-05-16T22:00:00Z,71,14,0,20,894,0,8.1,8.37,10.28,7.68,54.79,48.49
2026-05-16T23:00:00Z,70,13,0,17,735,0,7.93,8.36,10.27,6.59,55.17,45.34
2026-05-17T00:00:00Z,69,13,0,18,533,0,7.78,8.36,10.26,7.16,55.44,47.21
2026-05-17T01:00:00Z,66,13,0,16,310,0,7.64,8.36,10.26,6.33,55.59,44.65
2026-05-17T02:00:00Z,62,18,0,13,100,0,7.5,8.36,10.25,5.05,55.59,40.26
2026-05-17T03:00:00Z,58,22,0,4,2,0,7.52,8.37,10.25,2.19,55.12,27.28
2026-05-17T04:00:00Z,47,33,0,0,0,0,7.5,8.36,10.38,1.51,54.01,22.82
2026-05-17T05:00:00Z,43,39,0,1,0,0,7.58,8.36,10.38,1.41,52.79,21.85
2026-05-17T06:00:00Z,43,41,0,2,0,0,7.63,8.37,10.38,1.39,51.63,21.47
2026-05-17T07:00:00Z,36,49,0,1,0,0,7.59,8.37,10.38,1.23,50.86,20.16
2026-05-17T08:00:00Z,35,51,0,0,0,0,7.61,8.37,10.37,1.12,49.98,19.18
2026-05-17T09:00:00Z,35,53,0,0,0,0,7.58,8.37,10.37,1.08,49.38,18.78
2026-05-17T10:00:00Z,32,60,0,0,0,0,7.55,8.37,10.37,1.05,48.87,18.44
2026-05-17T11:00:00Z,31,58,0,0,0,0,7.57,8.37,10.37,1.02,48.28,18.07
2026-05-17T12:00:00Z,30,62,0,3,0,0,7.75,8.37,10.37,1.22,47.87,19.54
2026-05-17T13:00:00Z,37,55,0,1,29,0,8,8.37,10.37,1.03,47.59,18.07
2026-05-17T14:00:00Z,53,42,0,10,175,0,8.44,8.37,10.23,2.35,48.23,26.5
2026-05-17T15:00:00Z,58,38,0,9,355,0,8.36,8.37,10.23,2.29,49.41,26.51
2026-05-17T16:00:00Z,62,31,0,9,561,0,8.66,8.37,10.22,2.43,50.3,27.45
2026-05-17T17:00:00Z,63,30,0,12,765,0,8.77,8.37,10.22,3.29,51.17,31.8
2026-05-17T18:00:00Z,64,30,0,12,925,0,8.85,8.37,10.22,3.45,51.83,32.72
2026-05-17T19:00:00Z,66,22,0,16,1011,0,8.96,8.37,10.21,4.82,52.36,38.33
2026-05-17T20:00:00Z,68,22,0,16,1029,0,8.72,8.37,10.2,5.09,53.14,39.56
2026-05-17T21:00:00Z,68,18,0,18,999,0,8.5,8.37,10.19,6.06,53.77,43.11
2026-05-17T22:00:00Z,68,18,0,18,887,0,8.3,8.37,10.18,6.32,54.31,44.16
2026-05-17T23:00:00Z,67,21,0,22,726,0,8.12,8.36,10.18,8.18,54.68,49.88
2026-05-18T00:00:00Z,64,21,0,19,506,0,7.96,8.37,10.17,6.9,54.8,46.14
2026-05-18T01:00:00Z,61,24,0,23,303,0,7.8,8.37,10.16,8.46,54.73,50.66
2026-05-18T02:00:00Z,58,26,0,18,101,0,7.67,8.36,10.16,6.1,54.44,43.47
2026-05-18T03:00:00Z,55,30,0,13,2,0,7.77,8.36,10.18,4.11,53.79,36.08
2026-05-18T04:00:00Z,54,32,0,14,0,0,7.83,8.36,10.29,4.19,52.82,36.09
2026-05-18T05:00:00Z,52,43,0,15,0,0,7.85,8.37,10.28,4.26,52.1,36.11
2026-05-18T06:00:00Z,52,49,0,13,0,0,7.84,8.37,10.28,3.42,50.99,32.35
2026-05-18T07:00:00Z,50,58,0,15,0,0,7.79,8.37,10.28,3.72,49.94,33.28
2026-05-18T08:00:00Z,49,59,0,15,0,0,7.79,8.37,10.28,3.54,49,32.24
2026-05-18T09:00:00Z,48,58,0,14,0,0,8.25,8.37,10.34,3.23,48.22,30.7
2026-05-18T10:00:00Z,47,61,0,12,0,0,8.91,8.37,10.38,2.75,47.54,28.32
2026-05-18T11:00:00Z,45,65,0,12,0,0,9.64,8.37,10.37,2.68,46.72,27.78
2026-05-18T12:00:00Z,43,53,0,7,0,0,10.34,8.37,10.37,1.74,46.2,22.66
2026-05-18T13:00:00Z,43,49,0,7,26,0,10.98,8.38,10.37,1.79,46.25,22.93
2026-05-18T14:00:00Z,46,38,0,11,169,0,10.51,8.37,10.27,2.61,47.4,27.63
2026-05-18T15:00:00Z,46,47,0,11,371,0,10.97,8.37,10.27,2.71,47.83,28.23
2026-05-18T16:00:00Z,48,33,0,10,586,0,10.8,8.37,10.26,2.57,48.46,27.72
2026-05-18T17:00:00Z,52,30,0,8,773,0,10.91,8.37,10.26,2.27,49.18,26.31
2026-05-18T18:00:00Z,55,25,0,10,926,0,11.05,8.38,10.26,2.83,49.86,29.32
2026-05-18T19:00:00Z,57,23,0,13,1012,0,11.12,8.38,10.25,3.77,50.52,33.66
2026-05-18T20:00:00Z,59,22,0,8,1037,0,10.87,8.39,10.25,2.63,51.25,28.7
2026-05-18T21:00:00Z,61,22,0,13,997,0,10.62,8.41,10.24,4.13,51.87,35.54
2026-05-18T22:00:00Z,61,24,0,10,811,0,10.38,8.44,10.24,3.36,52.31,32.46
2026-05-18T23:00:00Z,62,21,0,12,706,0,10.17,8.48,10.23,4.01,52.57,35.28
2026-05-19T00:00:00Z,61,19,0,14,520,0,9.98,8.51,10.23,4.72,52.8,38.12
2026-05-19T01:00:00Z,59,18,0,12,310,0,9.8,8.55,10.2,4.12,53.06,35.86
2026-05-19T02:00:00Z,54,19,0,10,107,0,9.64,8.58,10.13,3.51,53.32,33.39
2026-05-19T03:00:00Z,48,22,0,7,3,0,9.51,8.6,10.1,2.66,53.33,29.38
2026-05-19T04:00:00Z,38,30,0,2,0,0,9.42,8.86,10.1,1.63,52.78,23.35
2026-05-19T05:00:00Z,39,30,0,3,0,0,9.45,8.87,10.1,1.67,52.12,23.48
2026-05-19T06:00:00Z,41,28,0,9,0,0,9.34,8.88,10.1,2.76,51.63,29.45
2026-05-19T07:00:00Z,39,33,0,6,0,0,9.43,8.89,10.21,2.06,50.97,25.59
2026-05-19T08:00:00Z,37,37,0,6,0,0,9.5,8.9,10.21,2,50.52,25.15
2026-05-19T09:00:00Z,38,39,0,8,0,0,9.47,8.91,10.21,2.32,50.06,26.85
2026-05-19T10:00:00Z,31,48,0,1,0,0,9.5,8.92,10.2,1.22,49.57,19.87
2026-05-19T11:00:00Z,27,54,0,3,0,0,9.48,8.92,10.2,1.37,48.87,20.81
2026-05-19T12:00:00Z,21,60,0,0,0,0,9.45,8.93,10.12,1.08,48.37,18.56
2026-05-19T13:00:00Z,29,48,0,0,32,0,9.48,8.69,10.1,1.05,48.08,18.26
2026-05-19T14:00:00Z,48,28,0,0,180,0,9.4,8.7,10.1,1.06,48.4,18.44
2026-05-19T15:00:00Z,53,25,0,8,388,0,9.37,8.71,10.1,2.18,49.55,25.94
2026-05-19T16:00:00Z,56,23,0,8,601,0,9.35,8.72,10.09,2.32,50.57,26.92
2026-05-19T17:00:00Z,58,21,0,7,788,0,9.36,8.74,10.09,2.24,51.38,26.7
2026-05-19T18:00:00Z,61,19,0,7,913,0,9.23,8.76,10.09,2.37,52.15,27.58
2026-05-19T19:00:00Z,62,16,0,9,981,0,9.06,8.79,10.09,2.99,52.83,30.88
2026-05-19T20:00:00Z,63,15,0,11,1057,0,8.88,8.82,10.09,3.72,53.43,34.33
2026-05-19T21:00:00Z,65,15,0,16,1009,0,8.69,8.8,10.09,5.63,54.02,41.76
2026-05-19T22:00:00Z,66,15,0,8,898,0,8.5,8.72,10.09,3.15,54.56,32.11
2026-05-19T23:00:00Z,66,15,0,12,741,0,8.33,8.76,10.09,4.52,54.85,38
2026-05-20T00:00:00Z,66,11,0,12,534,0,8.19,8.79,10.09,4.6,55.05,38.37
2026-05-20T01:00:00Z,63,12,0,12,304,0,8.07,8.81,10.09,4.68,55.24,38.74
2026-05-20T02:00:00Z,57,14,0,7,114,0,7.95,8.83,10.09,3.06,55.29,31.88
2026-05-20T03:00:00Z,48,20,0,3,4,0,7.86,8.84,10.09,2.07,55.16,26.59
2026-05-20T04:00:00Z,39,28,0,1,0,0,7.98,8.87,10.09,1.67,54.58,24.02
2026-05-20T05:00:00Z,34,33,0,0,0,0,7.94,8.86,10.09,1.48,53.86,22.53
2026-05-20T06:00:00Z,30,36,0,0,0,0,8.04,8.86,10.09,1.36,52.9,21.5
2026-05-20T07:00:00Z,27,38,0,0,0,0,8.01,8.85,10.09,1.28,52.17,20.77
2026-05-20T08:00:00Z,25,43,0,0,0,0,7.99,8.84,10.09,1.22,51.57,20.25
2026-05-20T09:00:00Z,23,42,0,0,0,0,7.96,8.84,10.09,1.18,51.01,19.82
2026-05-20T10:00:00Z,23,44,0,0,0,0,7.94,8.84,10.09,1.15,50.6,19.52
2026-05-20T11:00:00Z,21,48,0,0,0,0,8.02,8.83,10.09,1.13,50.21,19.27
2026-05-20T12:00:00Z,20,48,0,0,0,0,8,8.83,10.09,1.11,49.86,19.04
2026-05-20T13:00:00Z,30,41,0,0,33,0,7.98,8.82,10.09,1.1,49.7,18.93
2026-05-20T14:00:00Z,50,27,0,0,182,0,7.87,8.81,10.09,1.11,49.99,19.08
2026-05-20T15:00:00Z,59,17,0,4,391,0,7.83,8.79,10.09,1.57,51.1,22.62
2026-05-20T16:00:00Z,61,15,0,8,604,0,7.77,8.79,10.09,2.44,52.24,28
2026-05-20T17:00:00Z,63,14,0,7,794,0,7.76,8.8,10.09,2.39,53.12,27.94
2026-05-20T18:00:00Z,65,14,0,6,941,0,7.69,8.82,10.09,2.33,53.86,27.77
2026-05-20T19:00:00Z,67,13,0,5,1030,0,7.58,8.83,10.09,2.25,54.49,27.49
2026-05-20T20:00:00Z,68,12,0,5,1053,0,7.45,8.82,10.08,2.37,55.08,28.33
2026-05-20T21:00:00Z,68,11,0,10,1014,0,7.3,8.83,10.08,3.9,55.56,35.73
2026-05-20T22:00:00Z,70,11,0,7,905,0,7.16,8.85,10.08,3.12,55.95,32.37
2026-05-20T23:00:00Z,70,10,0,5,740,0,7.04,8.87,10.08,2.68,56.25,30.21
2026-05-21T00:00:00Z,69,9,0,7,541,0,6.93,8.88,10.07,3.29,56.47,33.31
2026-05-21T01:00:00Z,68,10,0,8,320,0,6.83,8.9,10.07,3.64,56.6,34.92
2026-05-21T02:00:00Z,63,13,0,7,110,0,6.72,8.89,10.07,3.31,56.65,33.43
2026-05-21T03:00:00Z,56,17,0,4,2,0,6.67,8.88,10.07,2.4,56.39,28.79
2026-05-21T04:00:00Z,52,19,0,4,0,0,6.74,8.87,10.07,2.26,55.87,27.85
2026-05-21T05:00:00Z,39,31,0,2,0,0,6.82,8.91,10.06,1.78,55.24,24.82
2026-05-21T06:00:00Z,33,37,0,1,0,0,6.79,8.91,10.06,1.5,54.35,22.81
2026-05-21T07:00:00Z,31,40,0,0,0,0,6.78,8.91,10.06,1.31,53.24,21.19
2026-05-21T08:00:00Z,30,39,0,1,0,0,6.83,8.9,10.06,1.28,52.33,20.82
2026-05-21T09:00:00Z,27,40,0,1,0,0,6.81,8.84,10.06,1.24,51.9,20.44
2026-05-21T10:00:00Z,25,44,0,0,0,0,6.79,8.84,10.06,1.16,51.55,19.78
2026-05-21T11:00:00Z,24,45,0,0,0,0,6.82,8.84,10.06,1.14,51.14,19.51
2026-05-21T12:00:00Z,24,46,0,1,0,0,6.81,8.84,10.06,1.16,50.81,19.67
2026-05-21T13:00:00Z,33,36,0,0,34,0,6.79,8.83,10.06,1.11,50.74,19.24
2026-05-21T14:00:00Z,49,24,0,0,174,0,6.77,8.83,10.06,1.13,51.04,19.42
2026-05-21T15:00:00Z,62,15,0,3,391,0,6.73,8.83,10.06,1.46,52.13,22.09
2026-05-21T16:00:00Z,65,13,0,5,603,0,6.7,8.82,10.06,1.9,53.32,25.2
2026-05-21T17:00:00Z,67,13,0,4,790,0,6.73,8.81,10.06,1.87,54.22,25.2
2026-05-21T18:00:00Z,68,12,0,8,937,0,6.76,8.79,10.05,2.9,54.94,31.01
2026-05-21T19:00:00Z,69,11,0,12,1024,0,6.8,8.77,10.05,4.3,55.51,37.37
2026-05-21T20:00:00Z,70,11,0,10,1050,0,6.84,8.74,10.04,3.87,56,35.74
2026-05-21T21:00:00Z,71,9,0,7,1013,0,6.72,8.71,10.04,3.12,56.49,32.49
2026-05-21T22:00:00Z,71,7,0,7,908,0,6.6,8.69,10.03,3.25,56.93,33.24
2026-05-21T23:00:00Z,72,8,0,9,744,0,6.5,8.66,10.02,4.05,57.34,36.87
2026-05-22T00:00:00Z,72,8,0,8,543,0,6.4,8.64,10.01,3.81,57.64,35.94
2026-05-22T01:00:00Z,70,8,0,8,323,0,6.31,8.62,10.01,3.84,57.79,36.11
2026-05-22T02:00:00Z,64,11,0,8,113,0,6.21,8.6,10,3.82,57.86,36.07
2026-05-22T03:00:00Z,56,15,0,3,3,0,6.26,8.59,10,2.32,57.57,28.59
2026-05-22T04:00:00Z,45,23,0,1,0,0,6.24,8.69,10,1.86,57,25.73
2026-05-22T05:00:00Z,39,28,0,1,0,0,6.33,8.69,9.99,1.7,56.22,24.51
2026-05-22T06:00:00Z,35,33,0,1,0,0,6.3,8.68,9.99,1.54,55.32,23.23
2026-05-22T07:00:00Z,31,38,0,0,0,0,6.31,8.68,9.99,1.35,54.38,21.72
2026-05-22T08:00:00Z,30,37,0,0,0,0,6.34,8.68,9.99,1.26,53.5,20.91
2026-05-22T09:00:00Z,29,41,0,0,0,0,6.32,8.67,9.99,1.21,52.92,20.43
2026-05-22T10:00:00Z,26,40,0,1,0,0,6.3,8.55,9.99,1.23,52.57,20.48
2026-05-22T11:00:00Z,26,44,0,0,0,0,6.34,8.67,9.99,1.15,52.09,19.82
2026-05-22T12:00:00Z,26,44,0,0,0,0,6.32,8.67,9.99,1.13,51.74,19.58
2026-05-22T13:00:00Z,35,36,0,0,34,0,6.3,8.55,9.99,1.13,51.78,19.54
2026-05-22T14:00:00Z,54,23,0,0,181,0,6.28,8.54,9.99,1.14,52.09,19.74
2026-05-22T15:00:00Z,64,14,0,4,388,0,6.25,8.54,9.98,1.63,53.24,23.46
2026-05-22T16:00:00Z,67,11,0,6,598,0,6.28,8.53,9.98,2.13,54.37,26.81
2026-05-22T17:00:00Z,70,11,0,7,786,0,6.29,8.51,9.98,2.54,55.32,29.27
2026-05-22T18:00:00Z,71,11,0,6,941,0,6.35,8.49,9.97,2.49,56.05,29.21
2026-05-22T19:00:00Z,72,10,0,8,1051,0,6.4,8.47,9.97,3.19,56.62,32.88
2026-05-22T20:00:00Z,73,10,0,10,1111,0,6.45,8.44,9.96,4.02,57.11,36.69
2026-05-22T21:00:00Z,73,9,0,10,944,0,6.39,8.41,9.95,4.21,57.58,37.63
2026-05-22T22:00:00Z,73,9,0,10,742,0,6.28,8.38,9.94,4.36,57.97,38.37
2026-05-22T23:00:00Z,73,9,0,10,626,0,6.19,8.36,9.93,4.46,58.25,38.85
