time,temp_f,rh_pct,precip_in,wind_mph,solar_wm2,snow,fems_mc10,fems_mc100,fems_mc1000,fems_sc,fems_erc,fems_bi
2026-04-15T00:00:00Z,52,40,0,2,238,1,23.56,12.84,13.87,0,20.11,0
2026-04-15T01:00:00Z,50,42,0,4,281,1,23.71,12.88,13.87,0,20.03,0
2026-04-15T02:00:00Z,43,69,0,0,65,1,23.85,12.93,13.87,0,19.96,0
2026-04-15T03:00:00Z,41,83,0,1,0,1,23.97,12.98,13.87,0,19.88,0
2026-04-15T04:00:00Z,35,92,0,2,0,1,24.09,13.04,13.87,0,19.81,0
2026-04-15T05:00:00Z,31,92,0,0,0,1,24.19,13.09,13.86,0,19.74,0
2026-04-15T06:00:00Z,28,96,0,0,0,1,24.29,13.15,13.86,0,19.67,0
2026-04-15T07:00:00Z,27,96,0,0,0,1,24.37,13.22,13.86,0,19.6,0
2026-04-15T08:00:00Z,26,97,0,1,0,1,24.45,13.28,13.86,0,19.53,0
2026-04-15T09:00:00Z,25,96,0,0,0,1,24.53,13.35,13.86,0,19.47,0
2026-04-15T10:00:00Z,23,94,0,0,0,1,24.59,13.43,13.86,0,19.4,0
2026-04-15T11:00:00Z,23,94,0,0,0,1,24.65,13.5,13.86,0,19.34,0
2026-04-15T12:00:00Z,22,92,0,0,0,1,24.71,13.58,13.86,0,19.27,0
2026-04-15T13:00:00Z,22,92,0,0,4,1,24.76,13.66,13.86,0,19.21,0
2026-04-15T14:00:00Z,35,84,0,0,89,1,24.8,13.75,13.86,0,19.14,0
2026-04-15T15:00:00Z,46,62,0,1,296,1,24.84,13.83,13.85,0,19.08,0
2026-04-15T16:00:00Z,53,32,0,1,507,0,24.74,13.12,13.85,0,22.22,0
2026-04-15T17:00:00Z,53,31,0,5,705,0,23.04,13.23,13.85,1.13,26.38,14.36
2026-04-15T18:00:00Z,56,27,0,7,869,0,20.95,13.47,13.85,1.79,29.23,18.58
2026-04-15T19:00:00Z,56,25,0,5,879,0,19.31,13.85,13.85,1.64,31.03,18.37
2026-04-15T20:00:00Z,60,27,0,7,1083,0,18.2,14.32,13.84,2.13,32.09,21
2026-04-15T21:00:00Z,59,26,0,8,951,0,17.26,14.84,13.86,2.46,32.69,22.64
2026-04-15T22:00:00Z,61,21,0,8,823,0,16.47,15.27,13.86,2.57,33.17,23.26
2026-04-15T23:00:00Z,61,16,0,11,681,0,15.87,15.57,13.85,3.45,33.6,26.81
2026-04-16T00:00:00Z,61,16,0,8,474,0,15.42,15.78,13.84,2.79,33.98,24.42
2026-04-16T01:00:00Z,58,18,0,7,246,0,15.02,15.92,13.84,2.61,34.27,23.8
2026-04-16T02:00:00Z,51,27,0,4,22,0,14.61,16.01,13.83,1.97,34.36,20.91
2026-04-16T03:00:00Z,42,41,0,3,0,0,14.3,16.07,13.83,1.68,33.93,19.33
2026-04-16T04:00:00Z,38,49,0,3,0,0,14.09,16.02,13.82,1.5,32.94,18.1
2026-04-16T05:00:00Z,32,74,0,2,0,0,14.22,16.13,13.99,1.24,31.05,16.12
2026-04-16T06:00:00Z,29,78,0,0,0,0,14.3,16.08,14,0.95,29.14,13.86
2026-04-16T07:00:00Z,26,84,0,0,0,0,14.24,16.11,14.01,0.83,28.03,12.78
2026-04-16T08:00:00Z,25,84,0,1,0,0,14.25,16.11,14.02,0.74,27.23,12.01
2026-04-16T09:00:00Z,23,86,0,0,0,0,14.25,16.07,14.03,0.64,26.82,11.14
2026-04-16T10:00:00Z,22,83,0,0,0,0,14.19,16,13.84,0.6,27.03,10.83
2026-04-16T11:00:00Z,21,88,0,0,0,0,14.14,15.92,13.85,0.58,27.02,10.7
2026-04-16T12:00:00Z,21,83,0,0,0,0,14.18,15.89,13.85,0.56,26.9,10.47
2026-04-16T13:00:00Z,21,85,0,1,6,0,14.23,15.9,13.85,0.59,26.91,10.75
2026-04-16T14:00:00Z,34,70,0,1,105,0,14.22,15.92,13.86,0.65,27.18,11.28
2026-04-16T15:00:00Z,48,37,0,9,239,0,14.15,15.94,13.86,1.73,28.45,18.08
2026-04-16T16:00:00Z,53,31,0,8,426,0,14.24,15.97,13.86,1.93,30.08,19.48
2026-04-16T17:00:00Z,55,19,0,14,523,0,13.94,15.95,13.87,3.45,31.51,26
2026-04-16T18:00:00Z,56,19,0,17,669,0,13.51,15.83,13.89,4.55,32.77,30.09
2026-04-16T19:00:00Z,58,19,0,15,751,0,13.12,15.92,13.9,4.24,33.57,29.45
2026-04-16T20:00:00Z,60,17,0,19,1025,0,12.74,16.01,13.93,5.8,34.19,34.31
2026-04-16T21:00:00Z,58,19,0,18,706,0,12.37,15.99,13.96,5.74,34.75,34.4
2026-04-16T22:00:00Z,60,17,0,20,858,0,12.09,16.09,13.99,6.71,35.02,37.08
2026-04-16T23:00:00Z,58,19,0,19,644,0,11.81,16.15,14.02,6.52,35.26,36.72
2026-04-17T00:00:00Z,56,19,0,17,414,0,11.59,16.11,14.06,5.84,35.41,34.97
2026-04-17T01:00:00Z,54,21,0,13,156,0,11.4,16.06,14.08,4.42,35.46,30.77
2026-04-17T02:00:00Z,50,23,0,6,36,0,11.23,16.03,14.11,2.38,35.34,23.13
2026-04-17T03:00:00Z,47,26,0,3,0,0,11.08,16.01,14.12,1.74,35.11,19.96
2026-04-17T04:00:00Z,48,24,0,9,0,0,10.94,15.99,14.13,2.9,34.83,25.14
2026-04-17T05:00:00Z,46,25,0,4,0,0,10.82,15.97,14.15,1.8,34.71,20.16
2026-04-17T06:00:00Z,46,25,0,9,0,0,10.72,15.95,14.16,2.8,34.62,24.69
2026-04-17T07:00:00Z,44,29,0,8,0,0,10.63,15.93,14.16,2.53,34.53,23.54
2026-04-17T08:00:00Z,41,31,0,6,0,0,10.56,15.91,14.17,2.07,34.35,21.38
2026-04-17T09:00:00Z,38,38,0,4,0,0,10.68,15.89,14.18,1.67,34,19.29
2026-04-17T10:00:00Z,41,37,0,8,0,0,10.62,15.88,14.19,2.33,33.6,22.36
2026-04-17T11:00:00Z,40,35,0,7,0,0,10.57,15.86,14.19,2.09,33.42,21.23
2026-04-17T12:00:00Z,40,38,0,5,0,0,10.62,15.84,14.2,1.72,33.31,19.4
2026-04-17T13:00:00Z,34,46,0,13,5,0,10.59,15.82,14.17,3.38,33.2,26.38
2026-04-17T14:00:00Z,37,42,0,12,95,0,10.44,15.8,14.12,3.06,33.08,25.16
2026-04-17T15:00:00Z,41,29,0,13,292,0,10.42,15.78,14.09,3.31,33.21,26.14
2026-04-17T16:00:00Z,45,24,0,14,513,0,10.41,15.75,14.09,3.67,33.64,27.58
2026-04-17T17:00:00Z,48,22,0,10,712,0,10.37,15.71,14.09,2.8,34.19,24.54
2026-04-17T18:00:00Z,51,22,0,9,872,0,10.27,15.66,14.1,2.69,34.77,24.27
2026-04-17T19:00:00Z,53,22,0,9,973,0,10.13,15.57,14.1,2.8,35.33,24.93
2026-04-17T20:00:00Z,55,21,0,9,1007,0,9.96,15.47,14.09,2.92,35.86,25.56
2026-04-17T21:00:00Z,56,20,0,10,968,0,9.78,15.36,14.1,3.29,36.32,27.18
2026-04-17T22:00:00Z,57,17,0,8,857,0,9.61,15.25,14.12,2.86,36.68,25.59
2026-04-17T23:00:00Z,57,13,0,10,693,0,9.45,15.16,14.14,3.5,36.99,28.19
2026-04-18T00:00:00Z,56,9,0,9,486,0,9.32,15.09,14.16,3.31,37.27,27.56
2026-04-18T01:00:00Z,54,7,0,7,257,0,9.22,15.04,14.18,2.84,37.5,25.78
2026-04-18T02:00:00Z,42,17,0,3,32,0,9.13,15,14.2,1.96,37.54,21.77
2026-04-18T03:00:00Z,40,19,0,5,0,0,9.07,14.98,14.21,2.37,37.6,23.76
2026-04-18T04:00:00Z,33,26,0,2,0,0,9.02,14.96,14.22,1.76,37.4,20.64
2026-04-18T05:00:00Z,29,32,0,4,0,0,8.98,14.95,14.22,1.98,37.02,21.71
2026-04-18T06:00:00Z,27,35,0,1,0,0,8.94,14.94,14.22,1.44,36.46,18.64
2026-04-18T07:00:00Z,32,21,0,3,0,0,8.91,14.92,14.23,1.59,35.89,19.32
2026-04-18T08:00:00Z,25,36,0,5,0,0,8.88,14.91,14.23,1.87,35.73,20.81
2026-04-18T09:00:00Z,25,36,0,5,0,0,8.85,14.9,14.23,1.83,35.5,20.54
2026-04-18T10:00:00Z,26,32,0,5,0,0,8.83,14.89,14.24,1.78,35.2,20.21
2026-04-18T11:00:00Z,30,25,0,3,0,0,8.81,14.88,14.24,1.48,35.15,18.51
2026-04-18T12:00:00Z,31,23,0,6,0,0,8.78,14.87,14.24,1.95,35.17,21.04
2026-04-18T13:00:00Z,35,17,0,8,5,0,8.76,14.86,14.24,2.35,35.25,22.97
2026-04-18T14:00:00Z,42,14,0,9,101,0,8.74,14.85,14.25,2.62,35.51,24.23
2026-04-18T15:00:00Z,48,14,0,10,300,0,8.71,14.83,14.25,2.95,35.89,25.69
2026-04-18T16:00:00Z,52,14,0,10,522,0,8.67,14.8,14.25,3.07,36.32,26.31
2026-04-18T17:00:00Z,54,13,0,11,722,0,8.6,14.76,14.26,3.47,36.75,28
2026-04-18T18:00:00Z,56,14,0,10,885,0,8.5,14.7,14.23,3.34,37.26,27.68
2026-04-18T19:00:00Z,58,12,0,9,980,0,8.38,14.62,14.19,3.2,37.81,27.32
2026-04-18T20:00:00Z,60,11,0,10,999,0,8.24,14.52,14.17,3.63,38.31,29.14
2026-04-18T21:00:00Z,61,9,0,9,987,0,8.1,14.42,14.18,3.47,38.7,28.68
2026-04-18T22:00:00Z,62,9,0,8,771,0,7.96,14.32,14.2,3.31,39.06,28.17
2026-04-18T23:00:00Z,61,9,0,7,613,0,7.84,14.24,14.22,3.13,39.34,27.53
2026-04-19T00:00:00Z,61,8,0,8,463,0,7.74,14.18,14.24,3.5,39.54,29.08
2026-04-19T01:00:00Z,57,9,0,9,174,0,7.66,14.13,14.26,3.85,39.64,30.42
2026-04-19T02:00:00Z,50,12,0,4,48,0,7.58,14.09,14.27,2.44,39.68,24.66
2026-04-19T03:00:00Z,38,25,0,1,0,0,7.71,14.07,14.28,1.87,39.5,21.78
2026-04-19T04:00:00Z,34,29,0,3,0,0,7.67,14.05,14.28,2.03,39.04,22.47
2026-04-19T05:00:00Z,34,27,0,4,0,0,7.63,14.04,14.29,1.99,38.29,22.09
2026-04-19T06:00:00Z,28,39,0,2,0,0,7.67,14.03,14.29,1.56,37.7,19.59
2026-04-19T07:00:00Z,25,49,0,0,0,0,7.71,14.02,14.28,1.29,36.96,17.8
2026-04-19T08:00:00Z,25,45,0,3,0,0,7.69,14.01,14.28,1.45,36.03,18.55
2026-04-19T09:00:00Z,28,38,0,2,0,0,7.67,14,14.28,1.28,35.53,17.43
2026-04-19T10:00:00Z,26,43,0,0,0,0,7.74,13.99,14.27,1.13,35.37,16.43
2026-04-19T11:00:00Z,26,43,0,2,0,0,7.72,13.98,14.27,1.25,35.24,17.2
2026-04-19T12:00:00Z,29,38,0,2,0,0,7.69,13.97,14.26,1.25,35.19,17.15
2026-04-19T13:00:00Z,27,47,0,0,7,0,7.7,13.97,14.26,1.11,35.17,16.25
2026-04-19T14:00:00Z,51,15,0,3,118,0,7.65,13.95,14.25,1.36,35.32,17.89
2026-04-19T15:00:00Z,58,15,0,8,312,0,7.61,13.93,14.25,2.31,36.27,23.07
2026-04-19T16:00:00Z,61,18,0,9,466,0,7.57,13.9,14.26,2.7,37.12,25.05
2026-04-19T17:00:00Z,64,19,0,8,724,0,7.56,13.85,14.26,2.62,37.75,24.91
2026-04-19T18:00:00Z,67,19,0,8,816,0,7.56,13.78,14.27,2.76,38.25,25.68
2026-04-19T19:00:00Z,69,19,0,9,965,0,7.48,13.69,14.28,3.16,38.72,27.46
2026-04-19T20:00:00Z,69,19,0,11,951,0,7.35,13.58,14.29,3.87,39.12,30.3
2026-04-19T21:00:00Z,69,18,0,7,898,0,7.22,13.47,14.3,2.82,39.44,26.28
2026-04-19T22:00:00Z,69,18,0,6,628,0,7.09,13.37,14.31,2.62,39.68,25.47
2026-04-19T23:00:00Z,66,20,0,9,388,0,6.95,13.29,14.33,3.43,39.79,28.88
2026-04-20T00:00:00Z,68,19,0,7,360,0,6.81,13.24,14.34,2.82,39.75,26.37
2026-04-20T01:00:00Z,64,21,0,6,160,0,6.68,13.18,14.32,2.53,39.8,25.13
2026-04-20T02:00:00Z,58,28,0,3,35,0,6.77,13.14,14.31,1.84,39.5,21.61
2026-04-20T03:00:00Z,48,43,0,0,0,0,6.83,13.11,14.3,1.37,38.72,18.72
2026-04-20T04:00:00Z,43,52,0,0,0,0,6.87,13.33,14.33,1.21,37.05,17.28
2026-04-20T05:00:00Z,40,58,0,0,0,0,6.89,13.31,14.36,1.11,35.78,16.35
2026-04-20T06:00:00Z,38,63,0,0,0,0,6.86,13.29,14.35,1.04,34.91,15.72
2026-04-20T07:00:00Z,36,66,0,0,0,0,6.83,13.28,14.35,0.99,34.25,15.23
2026-04-20T08:00:00Z,34,71,0,0,0,0,6.85,13.27,14.35,0.95,33.71,14.8
2026-04-20T09:00:00Z,33,72,0,0,0,0,7.19,13.26,14.35,0.9,33.07,14.34
2026-04-20T10:00:00Z,31,77,0,0,0,0,7.68,13.25,14.35,0.86,32.46,13.92
2026-04-20T11:00:00Z,31,77,0,1,0,0,8.27,13.27,14.34,0.85,31.76,13.67
2026-04-20T12:00:00Z,31,77,0,0,0,0,8.96,13.4,14.34,0.78,31.16,13.09
2026-04-20T13:00:00Z,31,80,0,0,4,0,9.71,13.39,14.34,0.77,30.74,12.89
2026-04-20T14:00:00Z,45,58,0,0,89,0,10.56,13.21,14.26,0.8,30.93,13.18
2026-04-20T15:00:00Z,59,30,0,4,293,0,10.13,12.96,14.26,1.28,32.83,16.81
2026-04-20T16:00:00Z,64,24,0,4,508,0,10.46,12.93,14.25,1.46,34.45,18.24
2026-04-20T17:00:00Z,66,24,0,7,706,0,10.82,12.91,14.24,2.1,35.56,21.91
2026-04-20T18:00:00Z,67,22,0,10,851,0,11.14,12.88,14.23,2.94,36.29,25.78
2026-04-20T19:00:00Z,68,20,0,10,805,0,10.74,12.85,14.21,3.13,37.16,26.82
2026-04-20T20:00:00Z,69,19,0,11,842,0,10.42,12.82,14.19,3.58,37.85,28.78
2026-04-20T21:00:00Z,70,19,0,10,964,0,10.1,12.78,14.17,3.45,38.44,28.5
2026-04-20T22:00:00Z,67,18,0,8,631,0,9.82,12.74,14.15,3,38.91,26.87
2026-04-20T23:00:00Z,68,17,0,7,627,0,9.58,12.7,14.13,2.79,39.24,26.11
2026-04-21T00:00:00Z,69,16,0,9,449,0,9.33,12.67,14.12,3.39,39.55,28.65
2026-04-21T01:00:00Z,67,16,0,8,251,0,9.07,12.64,14.1,3.13,39.81,27.71
2026-04-21T02:00:00Z,61,22,0,6,44,0,8.85,12.61,14.09,2.58,39.88,25.35
2026-04-21T03:00:00Z,52,33,0,1,0,0,8.93,12.59,14.08,1.56,39.35,19.98
2026-04-21T04:00:00Z,42,46,0,1,0,0,9,12.72,14.07,1.38,38.16,18.64
2026-04-21T05:00:00Z,38,55,0,0,0,0,8.96,12.7,14.07,1.17,36.79,17.02
2026-04-21T06:00:00Z,36,60,0,0,0,0,8.99,12.7,14.19,1.08,35.33,16.1
2026-04-21T07:00:00Z,33,63,0,0,0,0,9.01,12.69,14.18,1.03,34.53,15.53
2026-04-21T08:00:00Z,31,70,0,0,0,0,8.97,12.68,14.18,0.98,33.92,15.06
2026-04-21T09:00:00Z,29,72,0,0,0,0,8.93,12.68,14.18,0.92,33.31,14.54
2026-04-21T10:00:00Z,29,72,0,1,0,0,9.01,12.67,14.18,0.92,32.87,14.44
2026-04-21T11:00:00Z,28,75,0,0,0,0,9.27,12.66,14.17,0.85,32.5,13.88
2026-04-21T12:00:00Z,29,77,0,0,0,0,9.59,12.68,14.17,0.82,32.05,13.53
2026-04-21T13:00:00Z,29,79,0,0,5,0,9.97,12.72,14.05,0.79,31.89,13.28
2026-04-21T14:00:00Z,48,51,0,2,118,0,10.5,12.62,14.04,0.93,32.08,14.36
2026-04-21T15:00:00Z,58,32,0,8,295,0,10.4,12.49,14.04,1.9,33.81,20.42
2026-04-21T16:00:00Z,62,21,0,9,512,0,10.56,12.47,14.04,2.32,35.36,22.86
2026-04-21T17:00:00Z,62,15,0,12,556,0,10.79,12.45,14.03,3.23,36.5,27.02
2026-04-21T18:00:00Z,64,12,0,12,801,0,11.02,12.43,14.02,3.49,37.32,28.28
2026-04-21T19:00:00Z,66,11,0,13,999,0,10.78,12.41,14.01,4.06,38.21,30.63
2026-04-21T20:00:00Z,66,11,0,16,1023,0,10.47,12.38,13.99,5.37,39,35.17
2026-04-21T21:00:00Z,68,11,0,16,978,0,10.16,12.34,13.97,5.71,39.68,36.46
2026-04-21T22:00:00Z,68,11,0,18,864,0,9.88,12.29,13.95,6.83,40.26,39.88
2026-04-21T23:00:00Z,66,11,0,14,637,0,9.64,12.25,13.93,5.42,40.7,36.04
2026-04-22T00:00:00Z,64,11,0,17,347,0,9.46,12.22,13.91,6.79,40.99,40.09
2026-04-22T01:00:00Z,62,11,0,15,184,0,9.3,12.2,13.9,5.95,41.13,37.78
2026-04-22T02:00:00Z,57,15,0,12,66,0,9.15,12.18,13.89,4.74,41.21,34.07
2026-04-22T03:00:00Z,55,22,0,8,0,0,9.01,12.16,13.88,3.24,41.01,28.54
2026-04-22T04:00:00Z,55,23,0,9,0,0,8.9,12.15,13.87,3.26,40.51,28.45
2026-04-22T05:00:00Z,53,21,0,8,0,0,8.8,12.13,13.87,2.83,40.17,26.56
2026-04-22T06:00:00Z,51,20,0,6,0,0,8.73,12.12,13.86,2.31,40.05,24.15
2026-04-22T07:00:00Z,49,23,0,6,0,0,8.7,12.11,13.86,2.28,39.98,24
2026-04-22T08:00:00Z,47,29,0,4,0,0,8.8,12.1,13.85,1.84,39.73,21.7
2026-04-22T09:00:00Z,46,30,0,4,0,0,8.87,12.08,13.85,1.77,39.32,21.2
2026-04-22T10:00:00Z,44,37,0,4,0,0,8.88,12.07,13.84,1.71,38.94,20.75
2026-04-22T11:00:00Z,43,41,0,7,0,0,8.85,12.11,13.84,2.15,38.37,22.93
2026-04-22T12:00:00Z,39,48,0,1,0,0,8.86,12.19,13.84,1.22,37.73,17.52
2026-04-22T13:00:00Z,34,59,0,2,7,0,8.83,12.04,13.83,1.25,37.14,17.57
2026-04-22T14:00:00Z,49,41,0,9,113,0,8.83,12.04,13.83,2.28,36.7,23.05
2026-04-22T15:00:00Z,52,38,0,13,319,0,8.85,12.02,13.83,3.22,37.09,27.16
2026-04-22T16:00:00Z,56,25,0,14,538,0,8.88,12.01,13.82,3.62,37.77,28.92
2026-04-22T17:00:00Z,58,20,0,14,725,0,8.91,11.98,13.81,3.84,38.59,30.01
2026-04-22T18:00:00Z,60,15,0,16,860,0,8.98,11.95,13.8,4.69,39.31,33.18
2026-04-22T19:00:00Z,62,12,0,17,961,0,9.07,11.92,13.79,5.33,39.94,35.45
2026-04-22T20:00:00Z,63,13,0,16,1036,0,8.91,11.87,13.77,5.31,40.63,35.66
2026-04-22T21:00:00Z,61,14,0,14,770,0,8.74,11.82,13.75,4.87,41.21,34.48
2026-04-22T22:00:00Z,61,13,0,19,653,0,8.61,11.78,13.74,7,41.61,40.93
2026-04-22T23:00:00Z,59,13,0,17,530,0,8.49,11.74,13.72,6.33,41.91,39.23
2026-04-23T00:00:00Z,60,12,0,15,411,0,8.4,11.71,13.71,5.63,42.13,37.26
2026-04-23T01:00:00Z,58,17,0,11,259,0,8.29,11.69,13.7,4.18,42.24,32.53
2026-04-23T02:00:00Z,52,22,0,9,57,0,8.19,11.67,13.69,3.46,42.18,29.79
2026-04-23T03:00:00Z,47,25,0,7,0,0,8.28,11.65,13.68,2.72,41.71,26.53
2026-04-23T04:00:00Z,44,31,0,4,0,0,8.22,11.64,13.67,1.92,41.19,22.46
2026-04-23T05:00:00Z,41,38,0,6,0,0,8.3,11.63,13.67,2.14,40.45,23.42
2026-04-23T06:00:00Z,41,39,0,4,0,0,8.27,11.62,13.66,1.65,39.69,20.64
2026-04-23T07:00:00Z,35,48,0,1,0,0,8.3,11.78,13.66,1.24,38.97,17.9
2026-04-23T08:00:00Z,25,63,0,0,0,0,8.29,11.62,13.66,1.12,38.32,16.99
2026-04-23T09:00:00Z,22,68,0,1,0,0,8.29,11.6,13.65,1.09,37.26,16.57
2026-04-23T10:00:00Z,20,71,0,0,0,0,8.28,11.59,13.65,0.99,36.4,15.63
2026-04-23T11:00:00Z,19,72,0,0,0,0,8.26,11.59,13.65,0.94,35.8,15.14
2026-04-23T12:00:00Z,18,76,0,0,0,0,8.24,11.58,13.65,0.9,35.37,14.76
2026-04-23T13:00:00Z,20,71,0,0,7,0,8.23,11.58,13.65,0.87,35.07,14.47
2026-04-23T14:00:00Z,39,44,0,0,117,0,8.31,11.58,13.64,0.89,35.3,14.71
2026-04-23T15:00:00Z,49,28,0,8,321,0,8.25,11.57,13.64,1.93,36.66,21.36
2026-04-23T16:00:00Z,51,24,0,8,514,0,8.47,11.56,13.64,2.11,37.93,22.62
2026-04-23T17:00:00Z,54,20,0,10,735,0,8.71,11.54,13.63,2.69,38.88,25.57
2026-04-23T18:00:00Z,56,18,0,9,881,0,8.65,11.51,13.62,2.64,39.79,25.6
2026-04-23T19:00:00Z,58,18,0,8,927,0,8.68,11.48,13.61,2.56,40.51,25.48
2026-04-23T20:00:00Z,60,17,0,8,872,0,8.76,11.45,13.59,2.71,41.06,26.28
2026-04-23T21:00:00Z,60,14,0,10,908,0,8.8,11.41,13.58,3.37,41.52,29.22
2026-04-23T22:00:00Z,61,14,0,11,870,0,8.66,11.37,13.56,3.82,42.02,31.14
2026-04-23T23:00:00Z,62,16,0,10,708,0,8.53,11.34,13.54,3.66,42.46,30.66
2026-04-24T00:00:00Z,59,18,0,9,411,0,8.41,11.3,13.52,3.39,42.66,29.67
2026-04-24T01:00:00Z,58,18,0,12,263,0,8.3,11.28,13.51,4.33,42.76,33.25
2026-04-24T02:00:00Z,53,21,0,9,59,0,8.2,11.26,13.5,3.32,42.71,29.39
2026-04-24T03:00:00Z,45,28,0,2,0,0,8.28,11.25,13.49,1.69,42.35,21.45
2026-04-24T04:00:00Z,40,33,0,2,0,0,8.23,11.24,13.48,1.57,41.8,20.64
2026-04-24T05:00:00Z,37,40,0,5,0,0,8.31,11.23,13.48,1.91,41.03,22.37
2026-04-24T06:00:00Z,30,49,0,0,0,0,8.27,11.22,13.47,1.22,40.25,18.03
2026-04-24T07:00:00Z,28,54,0,0,0,0,8.33,11.27,13.47,1.14,39.28,17.31
2026-04-24T08:00:00Z,24,62,0,0,0,0,8.3,11.21,13.47,1.08,38.53,16.75
2026-04-24T09:00:00Z,22,66,0,0,0,0,8.33,11.2,13.47,1.03,37.72,16.2
2026-04-24T10:00:00Z,20,67,0,0,0,0,8.31,11.2,13.46,0.98,37.11,15.75
2026-04-24T11:00:00Z,19,68,0,0,0,0,8.29,11.2,13.46,0.95,36.7,15.43
2026-04-24T12:00:00Z,18,68,0,0,0,0,8.28,11.19,13.46,0.93,36.43,15.2
2026-04-24T13:00:00Z,20,67,0,1,9,0,8.26,11.19,13.46,0.95,36.3,15.38
2026-04-24T14:00:00Z,39,36,0,0,122,0,8.25,11.18,13.46,0.94,36.59,15.32
2026-04-24T15:00:00Z,53,23,0,2,326,0,8.22,11.18,13.45,1.17,37.99,17.21
2026-04-24T16:00:00Z,55,21,0,7,546,0,8.39,11.17,13.45,2,39.29,22.42
2026-04-24T17:00:00Z,57,19,0,11,742,0,8.39,11.15,13.44,3.03,40.33,27.45
2026-04-24T18:00:00Z,58,16,0,14,903,0,8.47,11.12,13.43,4.05,41.09,31.66
2026-04-24T19:00:00Z,60,17,0,16,995,0,8.51,11.09,13.42,4.95,41.76,34.95
2026-04-24T20:00:00Z,62,15,0,17,1018,0,8.61,11.05,13.4,5.58,42.29,37.15
2026-04-24T21:00:00Z,63,16,0,16,980,0,8.46,11.01,13.38,5.49,42.86,37.12
2026-04-24T22:00:00Z,62,17,0,17,748,0,8.32,10.97,13.35,6.08,43.32,39.1
2026-04-24T23:00:00Z,62,16,0,18,681,0,8.2,10.93,13.33,6.61,43.61,40.75
2026-04-25T00:00:00Z,59,16,0,17,465,0,8.1,10.9,13.32,6.28,43.82,39.89
2026-04-25T01:00:00Z,59,17,0,15,225,0,8,10.88,13.3,5.49,43.92,37.54
2026-04-25T02:00:00Z,54,20,0,11,61,0,7.9,10.86,13.29,3.99,43.87,32.4
2026-04-25T03:00:00Z,52,22,0,6,0,0,7.98,10.84,13.29,2.47,43.54,25.91
2026-04-25T04:00:00Z,46,29,0,0,0,0,7.92,10.83,13.28,1.46,43.19,20.27
2026-04-25T05:00:00Z,40,39,0,1,0,0,7.99,10.99,13.27,1.42,42.35,19.8
2026-04-25T06:00:00Z,38,40,0,4,0,0,8.01,10.98,13.27,1.67,41.43,21.13
2026-04-25T07:00:00Z,31,51,0,0,0,0,8,10.98,13.26,1.19,40.75,17.92
2026-04-25T08:00:00Z,28,56,0,0,0,0,7.97,10.97,13.26,1.12,39.9,17.28
2026-04-25T09:00:00Z,27,60,0,1,0,0,8,10.96,13.26,1.11,39.1,17.06
2026-04-25T10:00:00Z,23,62,0,0,0,0,7.98,10.79,13.26,1.02,38.65,16.35
2026-04-25T11:00:00Z,24,65,0,0,0,0,7.96,10.96,13.25,0.99,38.06,15.99
2026-04-25T12:00:00Z,22,68,0,1,0,0,7.94,10.95,13.25,1,37.66,15.99
2026-04-25T13:00:00Z,24,63,0,1,12,0,7.95,10.78,13.25,0.98,37.55,15.81
2026-04-25T14:00:00Z,41,45,0,3,129,0,8.09,10.77,13.25,1.17,37.71,17.16
2026-04-25T15:00:00Z,51,32,0,12,296,0,8.02,10.77,13.24,2.79,38.83,25.96
2026-04-25T16:00:00Z,55,27,0,14,509,0,8.32,10.76,13.24,3.49,39.9,29.15
2026-04-25T17:00:00Z,57,30,0,17,671,0,8.3,10.74,13.23,4.55,40.89,33.32
2026-04-25T18:00:00Z,56,31,0,15,807,0,8.44,10.72,13.22,4.17,41.47,32.21
2026-04-25T19:00:00Z,57,29,0,17,832,0,8.52,10.69,13.21,4.94,41.91,34.98
2026-04-25T20:00:00Z,56,29,0,15,637,0,8.57,10.67,13.19,4.44,42.25,33.45
2026-04-25T21:00:00Z,51,33,0,15,301,0,8.59,10.65,13.18,4.47,42.35,33.57
2026-04-25T22:00:00Z,49,38,0,11,192,0,8.5,10.64,13.17,3.24,42.18,28.9
2026-04-25T23:00:00Z,50,30,0,12,203,0,8.42,10.62,13.16,3.42,41.97,29.56
2026-04-26T00:00:00Z,51,31,0,9,189,0,8.34,10.61,13.16,2.67,42.02,26.4
2026-04-26T01:00:00Z,50,28,0,11,103,0,8.26,10.6,13.15,3.17,42.15,28.61
2026-04-26T02:00:00Z,49,32,0,9,32,0,8.34,10.59,13.14,2.69,42.15,26.52
2026-04-26T03:00:00Z,45,40,0,6,0,0,8.39,10.74,13.14,2.01,41.76,23.1
2026-04-26T04:00:00Z,44,36,0,5,0,0,8.39,10.73,13.13,1.76,41.31,21.65
2026-04-26T05:00:00Z,45,31,0,7,0,0,8.37,10.56,13.13,2.11,41.4,23.55
2026-04-26T06:00:00Z,45,42,0,13,0,0,8.38,10.72,13.12,3.47,41.23,29.52
2026-04-26T07:00:00Z,46,40,0,11,0,0,8.34,10.71,13.12,2.91,40.94,27.12
2026-04-26T08:00:00Z,43,46,0,8,0,0,8.33,10.7,13.15,2.22,40.65,23.89
2026-04-26T09:00:00Z,41,54,0,10,0,0,8.47,10.69,13.31,2.55,39.68,25.19
2026-04-26T10:00:00Z,41,54,0.01,8,0,0,8.59,10.81,13.31,0,29.87,0
